,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,12 Steps to Normal Farrah Penn,Twelve Steps to Normal,Farrah Penn,"Little, Brown",721,3.82,"('3', '13', '2018')",2018
0,Layoverland Gabby Noone,Layoverland,Gabby Noone,Razorbill,1208,3.70,"('1', '21', '2020')",2020
0,Social Intercourse Greg Howard,Social Intercourse,Greg  Howard,Simon  Schuster Books for Young Readers,997,3.78,"('6', '5', '2018')",2018
0,Cursed Karol Ruth Silverstein,Cursed,Karol Ruth Silverstein,Charlesbridge,254,4.26,"('6', '25', '2019')",2019
0,Wing Jones Katherine Webber,Wing Jones,Katherine Webber,Walker Books,1181,4.10,"('1', '5', '2017')",2017
0,The Free Lauren McLaughlin,The Free,Lauren McLaughlin,Soho Teen,127,3.89,"('2', '28', '2017')",2017
0,Send Pics Lauren McLaughlin,Send Pics,Lauren McLaughlin,,28,3.88,"(None, None, None)",
0,My Summer of Love and Misfortune Lindsay Wong,My Summer of Love and Misfortune,Lindsay Wong,,139,2.54,"('6', '2', '2020')",2020
0,The Big F Maggie Ann Martin,The Big F,Maggie Ann Martin,Swoon Reads,454,3.69,"('8', '29', '2017')",2017
0,To Be Honest Maggie Ann Martin,To Be Honest,Maggie Ann Martin,Swoon Reads,1636,3.57,"('8', '21', '2018')",2018
0,Color Me In Natasha Diaz,Color Me In,Natasha Diaz,Delacorte,1275,3.95,"('8', '20', '2019')",2019
0,The Year I Learned Everything Roxane Gay,The Year I Learned Everything,Roxane Gay,Balzer + Bray,61,4.31,"(None, None, '2021')",2021
0,Tell Me Everything Sarah Enni,Tell Me Everything,Sarah Enni,Point,596,3.61,"('2', '26', '2019')",2019
0,Done Dirt Cheap Sarah Lemon,Done Dirt Cheap,Sarah Nicole Lemon,Harry N. Abrams,647,3.69,"('3', '7', '2017')",2017
0,Valley Girls Sarah Lemon,Valley Girls,Sarah Nicole Lemon,Amulet Books,236,3.52,"('5', '8', '2018')",2018
0,Naughty List Suzanne Young,"The Naughty List (The Naughty List, #1)",Suzanne Young,Razorbill,1359,3.67,"('2', '4', '2010')",2010
1,Naughty List Suzanne Young,"So Many Boys (The Naughty List, #2)",Suzanne Young,Razorbill,359,3.78,"('6', '10', '2010')",2010
2,Naughty List Suzanne Young,"A Good Boy Is Hard to Find (The Naughty List, #3)",Suzanne Young,DGLM,220,4.08,"('3', None, '2012')",2012
0,Check Please! Ngozi Ukazu,"Check, Please! Book 1: # Hockey",Ngozi Ukazu,First Second,10762,4.35,"('9', '18', '2018')",2018
1,Check Please! Ngozi Ukazu,"Check, Please!, Book 2: Sticks & Scones",Ngozi Ukazu,First Second,4130,4.54,"('4', '7', '2020')",2020
2,Check Please! Ngozi Ukazu,"Check, Please!: Year Two",Ngozi Ukazu,,1453,4.63,"(None, None, '2016')",2016
3,Check Please! Ngozi Ukazu,"Check, Please!: Year One",Ngozi Ukazu,Ngozi Ukazu,2391,4.52,"('10', None, '2015')",2015
4,Check Please! Ngozi Ukazu,"Check, Please!",Ngozi Ukazu,,690,4.62,"('8', '8', '2014')",2014
5,Check Please! Ngozi Ukazu,"Check, Please! Year Three",Ngozi Ukazu,,1054,4.63,"(None, None, None)",
6,Check Please! Ngozi Ukazu,"Check, Please! Year Four",Ngozi Ukazu,,239,4.61,"(None, None, None)",
7,Check Please! Ngozi Ukazu,"Huddle!, Vol. 3: A ""Check, Please!"" Sketch Zine",Ngozi Ukazu,Ngozi Ukazu,74,4.58,"('8', None, '2018')",2018
8,Check Please! Ngozi Ukazu,"Check, Please! Chirpbook",Ngozi Ukazu,,62,4.73,"(None, None, '2019')",2019
9,Check Please! Ngozi Ukazu,"Huddle!, Vol. 1: A ""Check, Please!"" Sketch Zine",Ngozi Ukazu,Ngozi Ukazu,76,4.39,"('9', None, '2014')",2014
10,Check Please! Ngozi Ukazu,"Huddle!, Vol. 2: A ""Check, Please!"" Sketch Zine",Ngozi Ukazu,Ngozi Ukazu,69,4.55,"('8', None, '2015')",2015
0,A Map to the Sun Sloane Leong,A Map to the Sun,Sloane Leong,First Second,243,3.91,"('8', '4', '2020')",2020
0,Traitor Amanda McCrina,Traitor: A Novel of World War II,Amanda McCrina,,230,3.58,"(None, None, None)",
0,The Weight of Our Sky Hanna Alkaf,The Weight of Our Sky,Hanna Alkaf,Salaam Reads,2035,4.23,"('2', '5', '2019')",2019
0,Lies We Tell Ourselves Robin Talley,Lies We Tell Ourselves,Robin Talley,Harlequin Teen,8474,4.09,"('9', '30', '2014')",2014
0,WHAT BIG TEETH Rose Szabo,What Big Teeth,Rose Szabo,FSG,25,4.13,"('2', None, '2021')",2021
0,This Is Why They Hate Us Aaron H. Aceves,This Is Why They Hate Us,Aaron H. Aceves,Simon & Schuster Books for Young Readers,3,5.00,"(None, None, '2022')",2022
0,Sister Mischief Laura Goode,Sister Mischief,Laura Goode,Candlewick Press,807,3.71,"('7', '12', '2011')",2011
0,Cycler Lauren McLaughlin,"Cycler (Cycler, #1)",Lauren McLaughlin,,828,3.25,"(None, None, None)",
1,Cycler Lauren McLaughlin,"(Re)cycler (Cycler, #2)",Lauren McLaughlin,Random House Books for Young Readers,258,3.38,"('8', '25', '2009')",2009
0,(Re)Cycler Lauren McLaughlin,"(Re)cycler (Cycler, #2)",Lauren McLaughlin,Random House Books for Young Readers,258,3.38,"('8', '25', '2009')",2009
0,WHO I WAS WITH HER Nita Tyndall,Who I Was with Her,Nita Tyndall,HarperTeen,338,4.16,"('9', '15', '2020')",2020
0,"The Birds, the Bees, and You and Me Olivia Hinebaugh","The Birds, The Bees, and You and Me",Olivia Hinebaugh,Swoon Reads,604,3.66,"('1', '22', '2019')",2019
0,Between Perfect and Real Ray Stoeve,Between Perfect and Real,Ray Stoeve,,41,4.91,"('4', '13', '2021')",2021
0,Heathens and Liars of Lickskillet County  Derek Berry,Heathens and Liars of Lickskillet County: A Novel,Derek Berry,,9,3.85,"(None, None, None)",
0,The Opposite of Music Janet Ruth Young,The Opposite Of Music,Janet Ruth Young,Atheneum Books,155,3.28,"('2', '27', '2007')",2007
0,My Beautiful Failure Janet Ruth Young,My Beautiful Failure,Janet Ruth Young,Atheneum Books for Young Readers,689,3.41,"('11', '13', '2012')",2012
0,Mystery of Hollow Places Rebecca Podos,The Mystery of Hollow Places,Rebecca Podos,Balzer & Bray,1674,3.48,"('1', '26', '2016')",2016
0,Cemetery Boys Aiden Thomas,Cemetery Boys,Aiden Thomas,,6107,4.48,"('9', '1', '2020')",2020
1,Cemetery Boys Aiden Thomas,Cemetery Boys Sneak Peek,Aiden Thomas,,14,4.94,"(None, None, None)",
0,Born Wicked Jessica Spotswood,"Born Wicked (The Cahill Witch Chronicles, #1)",Jessica Spotswood,Putnam Juvenile,14060,3.89,"('2', '7', '2012')",2012
0,Bitten Kelley Armstrong,"Bitten (Otherworld, #1)",Kelley Armstrong,Plume Books,83159,4.04,"('9', '7', '2004')",2004
1,Bitten Kelley Armstrong,"Novels by Kelley Armstrong: The Summoning, Stolen, Bitten, Industrial Magic, the Awakening, Dime Store Magic, Broken, Haunted, Personal Demon",Books LLC,,73,4.58,"(None, None, None)",
2,Bitten Kelley Armstrong,"Articles on Novels by Kelley Armstrong, Including: Bitten (Novel), Stolen (Novel), Dime Store Magic (Novel), Industrial Magic (Novel), Haunted (Armstrong Novel), Broken (Novel), No Humans Involved, Personal Demon, the Summoning (Novel)",Hephaestus Books,Hephaestus Books,32,4.72,"('8', '26', '2011')",2011
3,Bitten Kelley Armstrong,The Bitten Word,Ian Whates,NewCon Press,33,3.56,"('3', '26', '2010')",2010
4,Bitten Kelley Armstrong,"Werewolves: Book One: Bitten, Stolen and Beginnings",Kelley Armstrong,,19,4.42,"(None, None, None)",
5,Bitten Kelley Armstrong,Nacht der Hexen: Bitten: Women of the Otherworld 3 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.07,"(None, None, None)",
6,Bitten Kelley Armstrong,Biss der Wölfin: Bitten: Women of the Otherworld 9 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.27,"(None, None, None)",
7,Bitten Kelley Armstrong,Nacht der Dämonin: Bitten: Women of the Otherworld 8 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.08,"(None, None, None)",
8,Bitten Kelley Armstrong,Nacht der Geister: Bitten: Women of the Otherworld 5 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.08,"(None, None, None)",
9,Bitten Kelley Armstrong,Rückkehr der Wölfin: Bitten: Women of the Otherworld 2 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.15,"(None, None, None)",
10,Bitten Kelley Armstrong,Pakt der Hexen: Bitten: Women of the Otherworld 4 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.13,"(None, None, None)",
11,Bitten Kelley Armstrong,Lockruf der Toten: Bitten: Women of the Otherworld 7 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.19,"(None, None, None)",
12,Bitten Kelley Armstrong,Blut der Wölfin: Bitten: Women of the Otherworld 6 (Die Otherworld-Reihe),Kelley Armstrong,,0,4.18,"(None, None, None)",
0,A Need So Beautiful Suzanne Young,"A Need So Beautiful (A Need So Beautiful, #1)",Suzanne Young,Balzer + Bray,5079,3.70,"('6', '21', '2011')",2011
1,A Need So Beautiful Suzanne Young,"A Want So Wicked (A Need So Beautiful, #2)",Suzanne Young,Balzer + Bray,1975,3.99,"('6', '26', '2012')",2012
2,A Need So Beautiful Suzanne Young,"A Desire So Deadly (A Need So Beautiful, #2.5)",Suzanne Young,Balzer + Bray,221,3.89,"('11', '5', '2013')",2013
0,Icebreaker Al Graziadei,Icebreaker,Al Graziadei,"Henry, Holt and Co. (BYR)",1,5.00,"(None, None, '2022')",2022
0,The Quantum Weirdness of the Almost-Kiss Amy Noelle Parks,The Quantum Weirdness of the Almost-Kiss,Amy Noelle Parks,Amulet Books,59,4.01,"('1', '5', '2021')",2021
0,LAST YEAR'S MISTAKE Gina Ciocca,Last Year's Mistake,Gina Ciocca,Simon Pulse,5448,3.72,"('6', '9', '2015')",2015
0,Up to this Pointe Jennifer Longo,Up to This Pointe,Jennifer Longo,Random House Books for Young Readers,1208,3.95,"('1', '19', '2016')",2016
0,Don't Date Rosa Santos Nina Moreno,Don't Date Rosa Santos,Nina Moreno,"Little, Brown Books for Young Readers",2185,3.88,"('5', '14', '2019')",2019
0,Our Way Back to Always Nina Moreno,Our Way Back To Always,Nina Moreno,,2,5.00,"(None, None, None)",
0,If You Only Knew Prerna Pickett,If You Only Knew,Prerna Pickett,Swoon Reads,180,3.65,"('2', '11', '2020')",2020
0,Throw Like A Girl Sarah Henning,Throw Like a Girl,Sarah Henning,"Little, Brown Books for Young Readers",1301,3.89,"('1', '7', '2020')",2020
0,Delicate  Steph Campbell,Delicate,Steph Campbell,,1608,3.74,"('7', '16', '2012')",2012
1,Delicate  Steph Campbell,delicate,Stephanie Campbell,,4,3.50,"(None, None, None)",
0,Grounding Quinn Steph Campbell,Grounding Quinn,Steph Campbell,CreateSpace,2447,3.65,"('6', '15', '2011')",2011
0,TEMPEST trilogy Julie Cross,"JULIE CROSS SERIES CHECKLIST - Reading Order of TEMPEST TRILOGY, LETTERS TO NOWHERE, ELEANOR AMES, JUNIPER FALLS",Series List,,0,0.00,"(None, None, None)",
0,*omitted* *omitted*,"America's Other Audubon: (original color lithographs, archival photographs, and field notes on the nests and eggs that Audubon omitted)",Joy Kiser,Princeton Architectural Press,83,4.48,"('5', '2', '2012')",2012
1,*omitted* *omitted*,The REAL Roosevelts: An Omitted History: What PBS & Ken Burns Didn't Tell You,M.S. King,,68,2.91,"(None, None, None)",
2,*omitted* *omitted*,Omit Flowers,Rex Stout,DH Audio,73,4.15,"('11', None, '1998')",1998
3,*omitted* *omitted*,His Grace of Osmonde: Being the Portions of the Nobleman's Life Omitted in the Relation of His Lady's Story Presented to the World of Fashion,Frances Hodgson Burnett,Kessinger Publishing,42,3.38,"('8', '29', '2007')",2007
4,*omitted* *omitted*,"English Lit Relit: A Short History of English Literature from the Precursors (Before Swearing) to the Pre-Raphaelites and a Little After, Intended to Help Students See the Thing Through, or See Through the Thing, and Omitting Nothing Unimportant",Richard Armour,McGraw-Hill,51,4.42,"(None, None, '1969')",1969
5,*omitted* *omitted*,The Omitted Place,Noelle Blanche,,5,3.40,"(None, None, None)",
6,*omitted* *omitted*,"Triple Threat Omitted Scenes (Triple Threat, #1.1)",Bella Jeanisse,,7,4.43,"(None, None, None)",
7,*omitted* *omitted*,"Rubbed Raw Omitted Scenes (Triple Threat, #2.1)",Bella Jeanisse,,5,5.00,"(None, None, None)",
8,*omitted* *omitted*,"Books of Enoch, Jasher, Jubilees: Forbidden Books: These Books Were Omitted From The Bible",Anonymous,,4,4.40,"(None, None, None)",
9,*omitted* *omitted*,The Apocrypha 15 Books Omitted From The Bible: Removed From The Bible by The Protestant Church In The 1800's,Anonymous,,2,4.50,"(None, None, None)",
10,*omitted* *omitted*,Omit Flowers,Stuart   Palmer,,14,3.65,"(None, None, None)",
11,*omitted* *omitted*,The American Indian as Slaveholder and Secessionist: An Omitted Chapter in the Diplomatic History of the Southern Confederacy (1915),Annie Heloise Abel,,3,3.67,"(None, None, None)",
12,*omitted* *omitted*,Please Omit Funeral,Hildegarde Dolson,Lippincott Williams & Wilkins,14,3.79,"('1', '1', '1975')",1975
13,*omitted* *omitted*,The American Indian as Slaveholder and Seccessionist An Omitted Chapter in the Diplomatic History of the Southern Confederacy,Annie Heloise Abel,,2,3.80,"(None, None, None)",
14,*omitted* *omitted*,Three (3) Doors To Death: Man Alive; Omit Flowers; Door To Death   Nero Wolfe,Rex Stout,,11,4.10,"(None, None, None)",
15,*omitted* *omitted*,The Bowdler Shakespeare: Volume 6: In Six Volumes; In Which Nothing Is Added to the Original Text; But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family,William Shakespeare,Cambridge University Press,0,0.00,"('8', '29', '2010')",2010
16,*omitted* *omitted*,Omitted,Peri June,Amazon Digital Services,3,3.50,"('2', None, '2019')",2019
17,*omitted* *omitted*,The Family Shakspeare ... in Which Nothing Is Added to the Original Text; But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family ..; Volume 4,William Shakespeare,Wentworth Press,0,0.00,"('8', '26', '2016')",2016
18,*omitted* *omitted*,The Family Shakspeare - In Which Nothing Is Added To The Original Text But Those Words And Expressions Are Omitted Which Cannot With Propriety Be Read Aloud In A Family - Vol VII,William Shakespeare,Clarke Press,0,0.00,"('4', '29', '2010')",2010
19,*omitted* *omitted*,The Family Shakspeare ... in Which Nothing Is Added to the Original Text: But Those Words and Expressions Are Omitted Which Cannot with Propriety Be Read Aloud in a Family,William Shakespeare,Wentworth Press,0,0.00,"('3', '22', '2019')",2019
0,Scarlet AC Gaughen,"Scarlet (Scarlet, #1)",A.C. Gaughen,Walker Childrens,22514,3.93,"('2', '14', '2012')",2012
1,Scarlet AC Gaughen,"Lady Thief (Scarlet, #2)",A.C. Gaughen,Walker Childrens,7628,4.05,"('2', '11', '2014')",2014
2,Scarlet AC Gaughen,"Lion Heart (Scarlet, #3)",A.C. Gaughen,Bloomsbury USA Childrens,4226,4.03,"('5', '19', '2015')",2015
0,Proxy Alex London,"Proxy (Proxy, #1)",Alex London,Philomel Books,9139,3.88,"('6', '18', '2013')",2013
1,Proxy Alex London,"Guardian (Proxy, #2)",Alex London,Philomel,2738,3.94,"('5', '29', '2014')",2014
2,Proxy Alex London,Daydreamer: A Proxy Short Story,Alex London,Self-published,108,4.18,"('9', '14', '2017')",2017
3,Proxy Alex London,"Punishment: A Proxy Story (Proxy, #0.5)",Alex London,,81,3.95,"(None, None, '2014')",2014
0,Black Wings Beating Alex London,"Black Wings Beating (Skybound, #1)",Alex London,"Farrar, Straus and Giroux (Byr)",1690,3.62,"('9', '25', '2018')",2018
0,The Dark Tide Alicia Jasinska,The Dark Tide,Alicia Jasinska,,800,3.58,"('8', '4', '2020')",2020
0,Daughter of the Burning City Amanda Foody,Daughter of the Burning City,Amanda Foody,Harlequin Teen,4658,3.71,"('7', '25', '2017')",2017
0,Ace of Shades Amanda Foody,"Ace of Shades (The Shadow Game, #1)",Amanda Foody,Harlequin Teen,8858,3.89,"('4', '10', '2018')",2018
0,King of Fools Amanda Foody,"King of Fools (The Shadow Game, #2)",Amanda Foody,Inkyard Press,2566,4.11,"('4', '30', '2019')",2019
0,Queen of Volts Amanda Foody,"Queen of Volts (The Shadow Game, #3)",Amanda Foody,Inkyard Press,427,4.28,"('9', '1', '2020')",2020
0,A River of Royal Blood  Amanda Joy,"A River of Royal Blood (A River of Royal Blood, #1)",Amanda  Joy,Putnam,1788,3.83,"('10', '29', '2019')",2019
1,A River of Royal Blood  Amanda Joy,"A ​Queen of Gilded Horns (A River of Royal Blood, #2)",Amanda  Joy,G.P. Putnam's Sons Books For Young Readers,7,3.86,"('3', '16', '2021')",2021
0,The Fire Wish Amber Lough,"The Fire Wish (The Jinni Wars, #1)",Amber Lough,Random House Children's,1817,3.65,"('7', '22', '2014')",2014
0,The Blind Wish Amber Lough,"The Blind Wish (The Jinni Wars, #2)",Amber Lough,Random House Books for Young Readers,257,3.81,"('7', '28', '2015')",2015
0,Open Fire Amber Lough,Open Fire,Amber Lough,Carolrhoda Lab (R),53,4.19,"('3', '3', '2020')",2020
0,Now That You’re Here Amy Nichols,Now That You're Here (Duplexity #1),Amy K. Nichols,Knopf Books for Young Readers,730,3.60,"('12', '9', '2014')",2014
0,Royal Bastards Andrew Shvarts,"Royal Bastards (Royal Bastards, #1)",Andrew Shvarts,Disney-Hyperion,3502,3.73,"('5', '30', '2017')",2017
1,Royal Bastards Andrew Shvarts,"City of Bastards (Royal Bastards, #2)",Andrew Shvarts,Disney-Hyperion,656,3.94,"('6', '5', '2018')",2018
2,Royal Bastards Andrew Shvarts,"War of the Bastards (Royal Bastards, #3)",Andrew Shvarts,Disney-Hyperion,248,3.95,"('6', '4', '2019')",2019
0,It Ends in Fire Andrew Shvarts,It Ends in Fire,Andrew Shvarts,Little Brown/Patterson,5,3.80,"('7', '5', '2021')",2021
0,Rewind Carolyn ODoherty,Rewind (Rewind #1),Carolyn O'Doherty,Boyds Mills Press,205,3.78,"('4', '10', '2018')",2018
1,Rewind Carolyn ODoherty,Unleashed (Rewind #2),Carolyn O'Doherty,,17,3.82,"(None, None, None)",
0,Silver Phoenix Cindy Pon,"Silver Phoenix (Kingdom of Xia, #1)",Cindy Pon,Greenwillow Books,3089,3.56,"('4', '28', '2009')",2009
1,Silver Phoenix Cindy Pon,Silver Phoenix (2 Book Series),Cindy Pon,,1,5.00,"(None, None, None)",
0,Serpentine Cindy Pon,"Serpentine (Serpentine, #1)",Cindy Pon,Month9Books,934,3.56,"('9', '8', '2015')",2015
1,Serpentine Cindy Pon,Sacrifice (Serpentine #2),Cindy Pon,Month9Books,184,4.03,"('9', '27', '2016')",2016
0,Want Cindy Pon,"Want (Want, #1)",Cindy Pon,Simon Pulse,3028,3.78,"('6', '13', '2017')",2017
1,Want Cindy Pon,"Ruse (Want, #2)",Cindy Pon,Simon Pulse,483,3.78,"('3', '12', '2019')",2019
0,Strange Days Constantine Singer,Strange Days,Constantine J.  Singer,G.P. Putnam's Sons Books for Young Readers,29,3.62,"('12', '4', '2018')",2018
0,Otherbound Corinne Duyvis,Otherbound,Corinne Duyvis,Amulet Books,2241,3.73,"('6', '17', '2014')",2014
0,On the Edge of Gone Corinne Duyvis,On the Edge of Gone,Corinne Duyvis,Amulet Books,2396,3.93,"('3', '8', '2016')",2016
0,The Art of Saving the World Corinne Duyvis,The Art of Saving the World,Corinne Duyvis,Amulet Books,62,3.90,"('9', '15', '2020')",2020
0,Chupacabras David Bowles,The Chupacabras of the Rio Grande,Adam Gidwitz,Dutton Books for Young Readers,96,4.14,"('4', '16', '2019')",2019
1,Chupacabras David Bowles,Chupacabra Vengeance,David  Bowles,Broken River Books,9,4.20,"('2', '22', '2017')",2017
0,The Belles Dhonielle Clayton,"The Belles (The Belles, #1)",Dhonielle Clayton,Disney-Hyperion,15790,3.84,"('2', '6', '2018')",2018
1,The Belles Dhonielle Clayton,"The Everlasting Rose (The Belles, #2)",Dhonielle Clayton,Freeform,4139,3.57,"('3', '5', '2019')",2019
0,Story of Owen E. K. Johnston,"Dragon Slayer of Trondheim (The Story of Owen, #1)",E.K. Johnston,Carolrhoda Books,2640,3.74,"('3', '1', '2014')",2014
1,Story of Owen E. K. Johnston,"Prairie Fire (The Story of Owen, #2)",E.K. Johnston,Carolrhoda Books,448,4.04,"('3', '1', '2015')",2015
0,Prairie Fire E. K. Johnston,"Prairie Fire (The Story of Owen, #2)",E.K. Johnston,Carolrhoda Books,448,4.04,"('3', '1', '2015')",2015
0,Afterward E. K. Johnston,The Afterward,E.K. Johnston,Dutton Books for Young Readers,911,3.86,"('2', '19', '2019')",2019
0,Prophecy Ellen Oh,"Prophecy (The Dragon King Chronicles, #1)",Ellen Oh,HarperTeen,3407,3.45,"('1', '2', '2013')",2013
0,The Abyss Surrounds Us Emily Skrutskie,"The Abyss Surrounds Us (The Abyss Surrounds Us, #1)",Emily Skrutskie,Flux,4657,3.93,"('2', '8', '2016')",2016
1,The Abyss Surrounds Us Emily Skrutskie,"The Edge of the Abyss (The Abyss Surrounds Us, #2)",Emily Skrutskie,Flux,1618,4.15,"('4', '18', '2017')",2017
2,The Abyss Surrounds Us Emily Skrutskie,"Into the Abyss (The Abyss Surrounds Us, #0.5)",Emily Skrutskie,Flux,25,4.14,"('8', '31', '2018')",2018
0,Hullmetal Girls Emily Skrutskie,Hullmetal Girls,Emily Skrutskie,Delacorte,696,3.61,"('7', '17', '2018')",2018
0,Zero Repeat Forever G. S. Prendergast,Zero  Repeat Forever,G.S Prendergast,Simon & Schuster Ltd,48,3.98,"('9', '7', '2017')",2017
0,Sea Heidi Kling,"Where I Found You (Sea, #1)",Heidi R. Kling,Entangled Teen,124,3.82,"('12', '4', '2017')",2017
1,Sea Heidi Kling,"Where the Sea Takes Me (Sea, #2)",Heidi R. Kling,Entangled: Teen,41,3.98,"('4', '2', '2018')",2018
0,Tithe Holly Black,"Tithe (Modern Faerie Tales, #1)",Holly Black,Simon Pulse,73411,3.72,"('4', None, '2004')",2004
1,Tithe Holly Black,"The Modern Faerie Tales: Tithe; Valiant; Ironside (Modern Faerie Tales, #1-3)",Holly Black,Margaret K. McElderry Books,901,4.04,"('10', '19', '2010')",2010
0,The Coldest Touch Isabel Sterling ,The Coldest Touch,Isabel Sterling,Razorbill,1,5.00,"(None, None, '2021')",2021
0,Untaken J. E. Anckorn,Untaken,J.E. Anckorn,Curiosity Quills Press,86,3.80,"('3', '23', '2015')",2015
0,The Offering Jessika Fleck,"Beware the Night (The Offering Series, #1)",Jessika Fleck,Swoon Reads,544,3.45,"('3', '12', '2019')",2019
1,The Offering Jessika Fleck,"Defy the Sun (The Offering Series, #2)",Jessika Fleck,Swoon Reads,93,3.54,"('3', '10', '2020')",2020
0,The Storm Crow Kalyn Josephson,"The Storm Crow (The Storm Crow, #1)",Kalyn Josephson,SourcebooksFire,3816,3.81,"('7', '9', '2019')",2019
1,The Storm Crow Kalyn Josephson,"The Crow Rider (The Storm Crow, #2)",Kalyn Josephson,Sourcebooks Fire,643,3.92,"('7', '7', '2020')",2020
0,The Iron Witch Karen Mahoney,"The Iron Witch (The Iron Witch, #1)",Karen Mahoney,Flux,9211,3.46,"('2', '8', '2011')",2011
1,The Iron Witch Karen Mahoney,"The Wood Queen (The Iron Witch, #2)",Karen Mahoney,Flux,1847,3.72,"('2', '8', '2012')",2012
2,The Iron Witch Karen Mahoney,"The Stone Demon (The Iron Witch, #3)",Karen Mahoney,Flux,807,3.73,"('4', '8', '2013')",2013
3,The Iron Witch Karen Mahoney,"The Lost Boy (The Iron Witch, #0.5)",Karen Mahoney,,171,3.62,"(None, None, None)",
4,The Iron Witch Karen Mahoney,The Silver Fey (The Iron Witch #3.5),Karen Mahoney,,33,3.30,"('3', '3', '2014')",2014
0,The Wood Queen Karen Mahoney,"The Wood Queen (The Iron Witch, #2)",Karen Mahoney,Flux,1847,3.72,"('2', '8', '2012')",2012
