,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,The Stone Demon Karen Mahoney,"The Stone Demon (The Iron Witch, #3)",Karen Mahoney,Flux,807,3.73,"('4', '8', '2013')",2013
0,Falling to Ash Karen Mahoney,"Falling to Ash (Moth, #1)",Karen Mahoney,Corgi Childrens,476,3.63,"('9', '27', '2012')",2012
1,Falling to Ash Karen Mahoney,Falling To Ash,Karen Mahoney,,0,0.00,"(None, None, None)",
0,Hunting the Dark Karen Mahoney,"Hunting the Dark (Moth, #2)",Karen Mahoney,Random House Children's Books,36,3.60,"(None, None, None)",
0,Weave A Circle Round Kari Maaren,Weave a Circle Round,Kari Maaren,Tor Books,839,3.63,"('11', '28', '2017')",2017
0,There Will Come a Darkness Katy Rose Pool,"There Will Come a Darkness (The Age of Darkness, #1)",Katy Rose Pool,Henry Holt Books for Young Readers,3639,3.80,"('9', '3', '2019')",2019
0,The Last 8 Laura Pohl,"The Last 8 (The Last 8, #1)",Laura Pohl,Sourcebooks Fire,973,3.69,"('3', '5', '2019')",2019
1,The Last 8 Laura Pohl,"The First 7 (The Last 8, #2)",Laura Pohl,,123,3.94,"('3', None, '2020')",2020
0,Ash Princess Laura Sebastian,"Ash Princess (Ash Princess Trilogy, #1)",Laura Sebastian,Delacorte Books for Young Readers,25021,3.92,"('4', '24', '2018')",2018
1,Ash Princess Laura Sebastian,"Ash Princess Trilogy Series 3 Books Collection Set By Laura Sebastian (Ash Princess, Lady Smoke, Ember Queen)",Laura Sebastian,,28,4.46,"(None, None, None)",
2,Ash Princess Laura Sebastian,"Lady Smoke (Ash Princess Trilogy, #2)",Laura Sebastian,Delacorte Press,11121,4.05,"('2', '5', '2019')",2019
3,Ash Princess Laura Sebastian,"Ember Queen (Ash Princess Trilogy, #3)",Laura Sebastian,Delacorte Books For Young Readers,6671,4.08,"('2', '4', '2020')",2020
0,Castles in Their Bones Laura Sebastian,"Castles in their Bones (Castles in their Bones, #1)",Laura Sebastian,Delacorte Press for Young Readers,12,3.75,"(None, None, '2021')",2021
1,Castles in Their Bones Laura Sebastian,"Untitled (Castles in their Bones, #3)",Laura Sebastian,Delacorte Press for Young Readers,3,2.33,"(None, None, '2023')",2023
2,Castles in Their Bones Laura Sebastian,"Untitled (Castles in their Bones, #2)",Laura Sebastian,Delacorte Press for Young Readers,3,2.33,"(None, None, '2022')",2022
0,Half Sick of Shadows Laura Sebastian,Half Sick of Shadows,Laura Sebastian,Ace,4,4.75,"('7', '20', '2021')",2021
0,Scored Lauren McLaughlin,Scored,Lauren McLaughlin,Random House Books for Young Readers,2079,3.36,"('10', '25', '2011')",2011
0,"Mask of Shadows, Ruin of Stars Linsey Miller","Ruin of Stars (Mask of Shadows, #2)",Linsey Miller,Sourcebooks Fire,781,3.73,"('8', '28', '2018')",2018
0,Belle Revolte Linsey Miller,Belle Révolte,Linsey Miller,Sourcebooks Fire,622,3.54,"('2', '4', '2020')",2020
0,"The Mermaid, The Witch, and the Sea Maggie Tokuda-Hall","The Mermaid, the Witch, and the Sea",Maggie Tokuda-Hall,,1273,3.78,"(None, None, None)",
0,"Adaptation, Inheritance Malinda Lo",Inheritance (Adaptation #2),Malinda Lo,"Little, Brown Books for Young Readers",2114,3.76,"('9', '24', '2013')",2013
0,A Line in the Dark Malinda Lo,A Line in the Dark,Malinda Lo,Dutton Books for Young Readers,2292,3.30,"('10', '17', '2017')",2017
0,Last Night at the Telegraph Club Malinda Lo,Last Night at the Telegraph Club,Malinda Lo,Dutton Books for Young Readers,41,4.40,"('1', '19', '2021')",2021
0,Stronger Than A Bronze Dragon Mary Fan,Stronger Than a Bronze Dragon,Mary Fan,Page Street Kids,380,3.53,"('6', '11', '2019')",2019
0,Lady of Sherwood Molly Bilinski,"Lady of Sherwood (Outlaws of Sherwood, #1)",Molly Bilinski,Clean Teen Publishing,62,3.39,"('5', '15', '2017')",2017
0,GIRLS OF PAPER AND FIRE Natasha Ngan ,Girls of Paper and Fire (Girls of Paper and Fire #1),Natasha Ngan,Jimmy Patterson Books,23348,3.82,"('11', '6', '2018')",2018
1,GIRLS OF PAPER AND FIRE Natasha Ngan ,"Girls of Storm and Shadow (Girls of Paper and Fire, #2)",Natasha Ngan,Jimmy Patterson Books,4358,3.73,"('11', '5', '2019')",2019
2,GIRLS OF PAPER AND FIRE Natasha Ngan ,"Girls of Fate and Fury (Girls of Paper and Fire, #3)",Natasha Ngan,Hodder & Stoughton,13,4.31,"('7', '2', '2021')",2021
0,The Valley and the Flood Rebecca Mahoney,The Valley and the Flood,Rebecca Mahoney,Razorbill,7,4.64,"('2', '23', '2021')",2021
0,Wise and the Wicked Rebecca Podos,The Wise and the Wicked,Rebecca Podos,HarperCollins/Balzer + Bray,555,3.58,"('5', '28', '2019')",2019
0,"A Wicked Thing, Kingdom of Ashes Rhiannon Thomas","Kingdom of Ashes (A Wicked Thing, #2)",Rhiannon Thomas,HarperTeen,937,3.48,"('2', '23', '2016')",2016
0,Long May She Reign Rhiannon Thomas,Long May She Reign,Rhiannon Thomas,HarperTeen,6344,3.62,"('2', '21', '2017')",2017
0,The Girl from the Well Rin Chupeco,"The Girl from the Well (The Girl from the Well, #1)",Rin Chupeco,Sourcebooks Fire,6218,3.79,"('8', '5', '2014')",2014
1,The Girl from the Well Rin Chupeco,"The Suffering (The Girl from the Well, #2)",Rin Chupeco,Sourcebooks,2053,4.19,"('9', '8', '2015')",2015
0,The Bone Witch Rin Chupeco,"The Bone Witch (The Bone Witch, #1)",Rin Chupeco,Sourcebooks Fire,15117,3.71,"('3', '7', '2017')",2017
1,The Bone Witch Rin Chupeco,"The Heart Forger (The Bone Witch, #2)",Rin Chupeco,Sourcebooks Fire,6047,4.27,"('3', '20', '2018')",2018
2,The Bone Witch Rin Chupeco,"The Shadowglass (The Bone Witch, #3)",Rin Chupeco,Sourcebooks Fire,3309,4.32,"('3', '5', '2019')",2019
0,Never Tilting World Rin Chupeco,"The Never Tilting World (The Never Tilting World, #1)",Rin Chupeco,HarperTeen,1607,3.81,"('10', '15', '2019')",2019
1,Never Tilting World Rin Chupeco,"The Ever Cruel Kingdom  (The Never Tilting World, #2)",Rin Chupeco,HarperTeen,14,4.79,"('11', '10', '2020')",2020
0,Wicked As You Wish Rin Chupeco,"Wicked As You Wish (A Hundred Names for Magic, #1)",Rin Chupeco,Sourcebooks Fire,1355,3.40,"('3', '3', '2020')",2020
0,Blood Rose Rebellion Rosalyn Eves,"Blood Rose Rebellion (Blood Rose Rebellion, #1)",Rosalyn Eves,Knopf Books for Young Readers,4169,3.33,"('3', '28', '2017')",2017
1,Blood Rose Rebellion Rosalyn Eves,"Lost Crow Conspiracy (Blood Rose Rebellion, #2)",Rosalyn Eves,Knopf Books for Young Readers,495,3.79,"('3', '27', '2018')",2018
2,Blood Rose Rebellion Rosalyn Eves,Winter War Awakening (Blood Rose Rebellion #3),Rosalyn Eves,Knopf Random House,39,3.80,"('3', '19', '2019')",2019
0,"Bright Smoke Cold Fire, Endless Water Starless Sky Rosamund Hodge","Endless Water, Starless Sky (Bright Smoke, Cold Fire, #2)",Rosamund Hodge,Balzer + Bray,448,3.71,"('7', '24', '2018')",2018
0,What Monstrous Gods Rosamund Hodge,What Monstrous Gods,Rosamund Hodge,Balzer + Bray,25,3.52,"(None, None, '2022')",2022
0,Wintersong S. Jae-Jones,"Wintersong (Wintersong, #1)",S. Jae-Jones,Thomas Dunne Books,22576,3.55,"('2', '7', '2017')",2017
1,Wintersong S. Jae-Jones,"Shadowsong (Wintersong, #2)",S. Jae-Jones,Wednesday Books,5154,3.58,"('2', '6', '2018')",2018
2,Wintersong S. Jae-Jones,Wintersong Sneak Peek: Chapters 1-5,S. Jae-Jones,Thomas Dunne Books,31,4.08,"('9', '27', '2016')",2016
0,Shadowsong S. Jae-Jones,"Shadowsong (Wintersong, #2)",S. Jae-Jones,Wednesday Books,5154,3.58,"('2', '6', '2018')",2018
0,Guardians of Dawn S. Jae-Jones,"Guardians of Dawn (Guardians of Dawn, #1)",S. Jae-Jones,Wednesday Books,18,4.39,"(None, None, None)",
1,Guardians of Dawn S. Jae-Jones,"Untitled (Guardians of Dawn, #2)",S. Jae-Jones,Wednesday Books,2,5.00,"(None, None, '2020')",2020
2,Guardians of Dawn S. Jae-Jones,"Untitled (Guardians of Dawn, #3)",S. Jae-Jones,Wednesday Books,5,4.40,"(None, None, '2021')",2021
3,Guardians of Dawn S. Jae-Jones,"Untitled (Guardians of Dawn, #4)",S. Jae-Jones,Wednesday Books,2,4.50,"(None, None, '2022')",2022
0,The Unstoppable Wasp Sam Maggs,The Unstoppable Wasp: Built On Hope,Sam Maggs,Marvel,103,3.94,"('7', '14', '2020')",2020
0,We Are the Fire Sam Taylor,We Are the Fire,Sam        Taylor,Swoon Reads,57,4.84,"('2', '16', '2021')",2021
0,SNOW LIKE ASHES Sara Raasch,"Snow Like Ashes (Snow Like Ashes, #1)",Sara Raasch,Balzer + Bray,55086,3.89,"('10', '14', '2014')",2014
1,SNOW LIKE ASHES Sara Raasch,"Ice Like Fire (Snow Like Ashes, #2)",Sara Raasch,Balzer + Bray,17409,3.76,"('10', '13', '2015')",2015
2,SNOW LIKE ASHES Sara Raasch,"Frost Like Night (Snow Like Ashes, #3)",Sara Raasch,Balzer + Bray,10352,3.97,"('9', '20', '2016')",2016
3,SNOW LIKE ASHES Sara Raasch,"Icicles Like Kindling (Snow Like Ashes, #0.1)",Sara Raasch,Epic Reads,1051,3.69,"('9', '30', '2014')",2014
4,SNOW LIKE ASHES Sara Raasch,"Flames Like Vines (Snow Like Ashes, #2.1)",Sara Raasch,Wattpad,583,3.81,"('9', '8', '2015')",2015
5,SNOW LIKE ASHES Sara Raasch,"Sneeuw als as (Snow like Ashes, #1 - #3)",Sara Raasch,,4,4.25,"(None, None, None)",
0,THESE REBEL WAVES Sara Raasch,"These Rebel Waves (Stream Raiders, #1)",Sara Raasch,Balzer + Bray,3172,3.72,"('8', '7', '2018')",2018
0,SET FIRE TO THE GODS Sara Raasch,"Set Fire to the Gods (Set Fire to the Gods, #1)",Sara Raasch,Balzer + Bray,465,3.78,"('8', '4', '2020')",2020
1,SET FIRE TO THE GODS Sara Raasch,"Rise Up from the Embers (Set Fire to the Gods, #2)",Sara Raasch,Balzer + Bray,2,5.00,"('8', '3', '2021')",2021
0,Sea Witch Sarah Henning,"Sea Witch (Sea Witch, #1)",Sarah Henning,Katherine Tegen Books,9293,3.64,"('7', '31', '2018')",2018
1,Sea Witch Sarah Henning,"Sea Witch Rising (Sea Witch, #2)",Sarah Henning,Katherine Tegen Books,1470,3.64,"('8', '6', '2019')",2019
0,The Princess Will Save You Sarah Henning,"The Princess Will Save You (Kingdoms of Sand and Sky, #1)",Sarah Henning,Tor Teen,837,3.64,"('7', '7', '2020')",2020
1,The Princess Will Save You Sarah Henning,The Princess Will Save You Sneak Peek,Sarah Henning,,5,4.25,"(None, None, None)",
0,Lost Voices Sarah Porter,"Lost Voices (Lost Voices, #1)",Sarah  Porter,Houghton Mifflin Harcourt,6221,3.60,"('7', '4', '2011')",2011
1,Lost Voices Sarah Porter,"Waking Storms (Lost Voices, #2)",Sarah  Porter,Harcourt Children's Books,2317,3.84,"('7', '3', '2012')",2012
2,Lost Voices Sarah Porter,"The Twice Lost (Lost Voices, #3)",Sarah  Porter,Houghton Mifflin Harcourt,1579,4.08,"('9', '1', '2013')",2013
3,Lost Voices Sarah Porter,The Lost Voices Trilogy (3 Book Series),Sarah Porter,,0,0.00,"(None, None, None)",
0,Midnighters Scott Westerfeld,"The Secret Hour (Midnighters, #1)",Scott Westerfeld,HarperTeen,25625,3.81,"('1', '2', '2008')",2008
1,Midnighters Scott Westerfeld,"Touching Darkness (Midnighters, #2)",Scott Westerfeld,Harper Teen,17298,3.89,"('3', '1', '2006')",2006
2,Midnighters Scott Westerfeld,"Blue Noon (Midnighters, #3)",Scott Westerfeld,Eos,14950,3.86,"('2', '6', '2007')",2007
3,Midnighters Scott Westerfeld,Midnighters Manga #3,Scott Westerfeld,HarperCollins Publishers,28,4.36,"('10', '1', '2009')",2009
4,Midnighters Scott Westerfeld,Midnighters Manga #1,Scott Westerfeld,HarperCollins Publishers,49,4.12,"('10', '1', '2009')",2009
5,Midnighters Scott Westerfeld,Midnighters Manga #2,Scott Westerfeld,HarperCollins Publishers,27,4.56,"('10', '1', '2009')",2009
6,Midnighters Scott Westerfeld,"Scott Westerfeld Books Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Kevin Hanson,,0,0.00,"(None, None, None)",
7,Midnighters Scott Westerfeld,"Scott Westerfeld - SERIES CHECKLIST - Reading Order of SUCCESSION, MIDNIGHTERS, UGLIES, PEEPS, LEVIATHAN, ZEROES, SPILL ZONE, IMPOSTORS",Ronnie Whitlock,,0,0.00,"(None, None, None)",
8,Midnighters Scott Westerfeld,"Scott Westerfeld Books 2017 Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Series List,,0,0.00,"(None, None, None)",
0,Uglies Scott Westerfeld,"Uglies (Uglies, #1)",Scott Westerfeld,Simon Pulse,540297,3.86,"('2', '8', '2005')",2005
1,Uglies Scott Westerfeld,"Pretties (Uglies, #2)",Scott Westerfeld,Simon Pulse,217197,3.85,"('11', '1', '2005')",2005
2,Uglies Scott Westerfeld,"Specials (Uglies, #3)",Scott Westerfeld,Simon Pulse,156751,3.76,"('5', '9', '2006')",2006
3,Uglies Scott Westerfeld,"Extras (Uglies, #4)",Scott Westerfeld,,97866,3.59,"(None, None, None)",
4,Uglies Scott Westerfeld,"The Uglies Trilogy (Uglies, #1-3)",Scott Westerfeld,,13872,4.07,"(None, None, None)",
5,Uglies Scott Westerfeld,Mind-Rain: Your Favorite Authors on Scott Westerfeld's Uglies Series,Scott Westerfeld,,369,3.70,"(None, None, None)",
6,Uglies Scott Westerfeld,"Uglies: Shay's Story (Uglies: Graphic Novel, #1)",Scott Westerfeld,Del Rey,3760,3.75,"('3', '6', '2012')",2012
7,Uglies Scott Westerfeld,"Uglies, The Collector's Set (Uglies, #1-4)",Scott Westerfeld,Simon Pulse,6908,4.23,"('10', '6', '2009')",2009
8,Uglies Scott Westerfeld,Bogus to Bubbly: An Insider's Guide to the World of Uglies,Scott Westerfeld,Simon Pulse,3524,3.72,"('10', '21', '2008')",2008
9,Uglies Scott Westerfeld,"Uglies: Cutters (Uglies: Graphic Novel, #2)",Scott Westerfeld,Del Rey,687,3.61,"('12', '4', '2012')",2012
10,Uglies Scott Westerfeld,"Impostors (Uglies, #5)",Scott Westerfeld,,472,3.97,"(None, None, None)",
11,Uglies Scott Westerfeld,"Novels by Scott Westerfeld: Peeps, Extras, Specials, Leviathan, the Last Days, Pretties, Uglies, the Secret Hour, Touching Darkness",Books LLC,,16,4.19,"(None, None, None)",
12,Uglies Scott Westerfeld,"Articles on Novels by Scott Westerfeld, Including: The Secret Hour, Uglies, Pretties, Specials (Novel), Peeps (Novel), So Yesterday (Novel), the Risen Empire, the Last Days (Novel), Extras (Novel), Leviathan (Westerfeld Novel)",Hephaestus Books,Hephaestus Books,16,3.69,"('8', '26', '2011')",2011
13,Uglies Scott Westerfeld,"Uglies & Pretties (Uglies, #1-2)",Scott Westerfeld,Simon Pulse,208,4.11,"('6', '16', '2015')",2015
14,Uglies Scott Westerfeld,Uglies / Pretties / Specials / Extras / Afterworlds,Scott Westerfeld,,10,4.70,"(None, None, None)",
15,Uglies Scott Westerfeld,"Scott Westerfeld - SERIES CHECKLIST - Reading Order of SUCCESSION, MIDNIGHTERS, UGLIES, PEEPS, LEVIATHAN, ZEROES, SPILL ZONE, IMPOSTORS",Ronnie Whitlock,,0,0.00,"(None, None, None)",
16,Uglies Scott Westerfeld,"Nieważcy 2 (Uglies, #4.2)",Scott Westerfeld,,5,3.60,"(None, None, None)",
0,"So Yesterday, Peeps, Last Days Scott Westerfeld","Articles on Novels by Scott Westerfeld, Including: The Secret Hour, Uglies, Pretties, Specials (Novel), Peeps (Novel), So Yesterday (Novel), the Risen Empire, the Last Days (Novel), Extras (Novel), Leviathan (Westerfeld Novel)",Hephaestus Books,Hephaestus Books,16,3.69,"('8', '26', '2011')",2011
0,Extras Scott Westerfeld,"Extras (Uglies, #4)",Scott Westerfeld,,97866,3.59,"(None, None, None)",
1,Extras Scott Westerfeld,"Scott Westerfeld: Uglies Quartet: Uglies, Pretties, Specials, Extras",Scott Westerfeld,Simon Pulse,389,4.23,"('12', '7', '2010')",2010
2,Extras Scott Westerfeld,"Novels by Scott Westerfeld: Peeps, Extras, Specials, Leviathan, the Last Days, Pretties, Uglies, the Secret Hour, Touching Darkness",Books LLC,,16,4.19,"(None, None, None)",
3,Extras Scott Westerfeld,"Articles on Novels by Scott Westerfeld, Including: The Secret Hour, Uglies, Pretties, Specials (Novel), Peeps (Novel), So Yesterday (Novel), the Risen Empire, the Last Days (Novel), Extras (Novel), Leviathan (Westerfeld Novel)",Hephaestus Books,Hephaestus Books,16,3.69,"('8', '26', '2011')",2011
4,Extras Scott Westerfeld,Uglies / Pretties / Specials / Extras / Afterworlds,Scott Westerfeld,,10,4.70,"(None, None, None)",
0,Leviathan Scott Westerfeld,"Leviathan (Leviathan, #1)",Scott Westerfeld,Simon Pulse,80758,3.91,"('10', '6', '2009')",2009
1,Leviathan Scott Westerfeld,"Goliath (Leviathan, #3)",Scott Westerfeld,Simon Schuster,27464,4.25,"('9', '20', '2011')",2011
2,Leviathan Scott Westerfeld,"Behemoth (Leviathan, #2)",Scott Westerfeld,Simon Pulse,34274,4.18,"('10', '5', '2010')",2010
3,Leviathan Scott Westerfeld,The Leviathan Trilogy,Scott Westerfeld,Simon Pulse,860,4.39,"('10', '4', '2011')",2011
4,Leviathan Scott Westerfeld,The Manual of Aeronautics: An Illustrated Guide to the Leviathan Series,Scott Westerfeld,Simon Pulse,642,4.14,"('8', '21', '2012')",2012
5,Leviathan Scott Westerfeld,"Novels by Scott Westerfeld: Peeps, Extras, Specials, Leviathan, the Last Days, Pretties, Uglies, the Secret Hour, Touching Darkness",Books LLC,,16,4.19,"(None, None, None)",
6,Leviathan Scott Westerfeld,"Articles on Novels by Scott Westerfeld, Including: The Secret Hour, Uglies, Pretties, Specials (Novel), Peeps (Novel), So Yesterday (Novel), the Risen Empire, the Last Days (Novel), Extras (Novel), Leviathan (Westerfeld Novel)",Hephaestus Books,Hephaestus Books,16,3.69,"('8', '26', '2011')",2011
7,Leviathan Scott Westerfeld,"Scott Westerfeld - SERIES CHECKLIST - Reading Order of SUCCESSION, MIDNIGHTERS, UGLIES, PEEPS, LEVIATHAN, ZEROES, SPILL ZONE, IMPOSTORS",Ronnie Whitlock,,0,0.00,"(None, None, None)",
8,Leviathan Scott Westerfeld,"Scott Westerfeld Books 2017 Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Series List,,0,0.00,"(None, None, None)",
9,Leviathan Scott Westerfeld,"Scott Westerfeld Books Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Kevin Hanson,,0,0.00,"(None, None, None)",
0,Afterworlds Scott Westerfeld,Afterworlds (Afterworlds #1),Scott Westerfeld,Simon Pulse,17374,3.73,"('9', '23', '2014')",2014
1,Afterworlds Scott Westerfeld,How to Write YA (Afterworlds #2),Scott Westerfeld,,6,3.83,"(None, None, '2015')",2015
2,Afterworlds Scott Westerfeld,Uglies / Pretties / Specials / Extras / Afterworlds,Scott Westerfeld,,10,4.70,"(None, None, None)",
3,Afterworlds Scott Westerfeld,"Scott Westerfeld Books Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Kevin Hanson,,0,0.00,"(None, None, None)",
4,Afterworlds Scott Westerfeld,"Scott Westerfeld Books 2017 Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Series List,,0,0.00,"(None, None, None)",
0,Glitch Kingdom Sheena Boekweg,Glitch Kingdom,Sheena Boekweg,Feiwel & Friends,64,4.07,"('2', '18', '2020')",2020
0,The Program Suzanne Young,"The Program (The Program, #1)",Suzanne Young,Simon Pulse,40196,4.05,"('4', '28', '2013')",2013
1,The Program Suzanne Young,"The Treatment (The Program, #2)",Suzanne Young,Simon Pulse,4468,4.01,"('4', '29', '2014')",2014
2,The Program Suzanne Young,"The Remedy (The Program, #3)",Suzanne Young,,2495,4.23,"(None, None, None)",
3,The Program Suzanne Young,"The Recovery (The Program, #2.5)",Suzanne Young,Simon Pulse,1740,3.60,"('2', '24', '2015')",2015
4,The Program Suzanne Young,"The Epidemic (The Program, #4)",Suzanne Young,,1947,4.23,"(None, None, None)",
5,The Program Suzanne Young,"The Complication (The Program, #6)",Suzanne Young,,1407,4.37,"(None, None, None)",
6,The Program Suzanne Young,"The Adjustment (The Program, #5)",Suzanne Young,,1350,4.30,"(None, None, None)",
7,The Program Suzanne Young,"The Reaction (The Program, #5.5)",Suzanne Young,Smashwords,140,3.77,"('4', '9', '2018')",2018
8,The Program Suzanne Young,"The Program & The Treatment (The Program, #1-2)",Suzanne Young,Simon Pulse,58,4.38,"('5', '17', '2016')",2016
9,The Program Suzanne Young,The Program Complete Collection: The Program; The Treatment; The Remedy; The Epidemic; The Adjustment; The Complication,Suzanne Young,Simon Pulse,2,5.00,"('5', '14', '2019')",2019
10,The Program Suzanne Young,The Beginning of Sloane and James: A Program short story,Suzanne Young,,1,5.00,"(None, None, None)",
0,Girls with Sharp Sticks Suzanne Young,"Girls with Sharp Sticks (Girls with Sharp Sticks, #1)",Suzanne Young,Simon Pulse,5663,3.94,"('3', '19', '2019')",2019
1,Girls with Sharp Sticks Suzanne Young,"Girls with Razor Hearts (Girls with Sharp Sticks, #2)",Suzanne Young,,982,3.83,"('3', '17', '2020')",2020
2,Girls with Sharp Sticks Suzanne Young,"Girls with Rebel Souls (Girls with Sharp Sticks, #3)",Suzanne Young,,1,5.00,"(None, None, None)",
3,Girls with Sharp Sticks Suzanne Young,Girl with the Sharp Sticks,Suzanne Young,,0,0.00,"(None, None, None)",
0,Return Once More Trisha Leigh,"Return Once More (The Historians, #1)",Trisha Leigh,Bloomsbury Spark,569,4.03,"('10', '20', '2015')",2015
0,The Near Witch Victoria (V.E.) Schwab,The Near Witch,Victoria Schwab,Titan Books,2388,3.69,"(None, None, None)",
0,The Archived Victoria (V.E.) Schwab,"The Archived (The Archived, #1)",Victoria Schwab,,234,3.97,"(None, None, None)",
1,The Archived Victoria (V.E.) Schwab,The Unbound (The Archived #2),Victoria Schwab,,167,4.24,"(None, None, None)",
0,The Unbound Victoria (V.E.) Schwab,The Unbound (The Archived #2),Victoria Schwab,,167,4.24,"(None, None, None)",
0,This Savage Song Victoria (V.E.) Schwab,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,Greenwillow Books,22925,4.06,"('7', '5', '2016')",2016
0,Our Dark Duet Victoria (V.E.) Schwab,"Our Dark Duet (Monsters of Verity, #2)",Victoria Schwab,Greenwillow Books,27078,4.19,"('6', '13', '2017')",2017
0,The Extraordinaries T. J. Klune,"The Extraordinaries (The Extraordinaries, #1)",T.J. Klune,,2541,4.21,"('7', '14', '2020')",2020
1,The Extraordinaries T. J. Klune,"Untitled (The Extraordinaries, #3)",T.J. Klune,Tor Teen,1,5.00,"(None, None, '2022')",2022
2,The Extraordinaries T. J. Klune,The Extraordinaries: Sneak Peek,T.J. Klune,,19,4.84,"(None, None, None)",
3,The Extraordinaries T. J. Klune,Flash Fire (The Extraordinaries #2),T.J. Klune,Macmillan Young Listeners,0,5.00,"('7', '20', '2021')",2021
