,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
2,Three Thieves Scott Chantler,"The King's Dragon (Three Thieves, #4)",Scott Chantler,Kids Can Press,373,4.07,"('4', '1', '2014')",2014
3,Three Thieves Scott Chantler,"The Captive Prince (Three Thieves, #3)",Scott Chantler,Kids Can Press,502,4.00,"('9', '1', '2012')",2012
4,Three Thieves Scott Chantler,"Pirates of the Silver Coast (Three Thieves, #5)",Scott Chantler,Kids Can Press,331,4.11,"('9', '1', '2014')",2014
5,Three Thieves Scott Chantler,"Dark Island, The (Three Thieves)",Scott Chantler,,14,4.16,"(None, None, None)",
6,Three Thieves Scott Chantler,"Iron Hand, The (Three Thieves)",Scott Chantler,,17,4.36,"(None, None, None)",
0,Bix Scott Chantler,Bix,Scott Chantler,,76,3.89,"(None, None, None)",
0,Bowie Steve Horton,"Bowie: Stardust, Rayguns & Moonage Daydreams",Mike Allred,,527,4.06,"(None, None, None)",
1,Bowie Steve Horton,BOWIE STARDUST RAYGUNS & MOONAGE DAYDREAMS PX HC GN 2ND ED,Steve Horton,,3,4.00,"(None, None, None)",
2,Bowie Steve Horton,Bowie. Stardust Rayguns Moonage Day Dreams (Em Portugues do Brasil),Steve Horton,,1,5.00,"(None, None, None)",
0,On A Sunbeam Tillie Walden,On a Sunbeam,Tillie Walden,First Second,9100,4.26,"('10', '2', '2018')",2018
0,Tell No Tales Sam Maggs,Tell No Tales: Pirates of the Southern Seas,Sam Maggs,Amulet Books,10,3.30,"('2', '9', '2021')",2021
0,Spill Zone Scott Westerfeld,"Spill Zone (Spill Zone, #1)",Scott Westerfeld,First Second,4012,4.03,"('5', '2', '2017')",2017
1,Spill Zone Scott Westerfeld,"The Broken Vow (Spill Zone, #2)",Scott Westerfeld,First Second,1985,3.82,"('7', '10', '2018')",2018
2,Spill Zone Scott Westerfeld,Spill Night (Spill Zone #0.5) (FCBD 2017),Scott Westerfeld,First Second,213,3.63,"('3', None, '2017')",2017
3,Spill Zone Scott Westerfeld,"Scott Westerfeld - SERIES CHECKLIST - Reading Order of SUCCESSION, MIDNIGHTERS, UGLIES, PEEPS, LEVIATHAN, ZEROES, SPILL ZONE, IMPOSTORS",Ronnie Whitlock,,0,0.00,"(None, None, None)",
4,Spill Zone Scott Westerfeld,"Scott Westerfeld Books Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Kevin Hanson,,0,0.00,"(None, None, None)",
5,Spill Zone Scott Westerfeld,"Scott Westerfeld Books 2017 Checklist: Reading Order of Afterworlds Series, Leviathan Series, Midnighters Series, Peeps Series, Spill Zone Series, Zeroes Series and List of All Scott Westerfeld Books",Series List,,0,0.00,"(None, None, None)",
0,Hild Nicola Griffith,Hild,Nicola Griffith,"Farrar, Straus and Giroux",7856,3.77,"('11', '12', '2013')",2013
0,Menewood Nicola Griffith,Menewood (Light of the World #2),Nicola Griffith,,1,5.00,"('11', None, '2021')",2021
0,The Flight Girls Noelle Salazar,The Flight Girls,Noelle Salazar,Mira Books,9124,4.17,"('7', '2', '2019')",2019
0,Time of My Life Allison Winn Scotch,Time of My Life,Allison Winn Scotch,,5373,3.46,"(None, None, None)",
0,And I Do Not Forgive You Amber Sparks,And I Do Not Forgive You: Stories & Other Revenges,Amber Sparks,Liveright,829,3.60,"('2', '11', '2020')",2020
0,May We Shed Amber Sparks,May We Shed These Human Bodies,Amber Sparks,Curbside Splendor Publishing Inc.,487,4.07,"('9', '30', '2012')",2012
0,Desert Places Amber Sparks,The Desert Places,Amber Sparks,Curbside Splendor Publishing,138,4.20,"('11', '26', '2013')",2013
0,The Unfinished World Amber Sparks,The Unfinished World and Other Stories,Amber Sparks,Liveright,991,3.77,"('1', '25', '2016')",2016
0,I Do Not Forgive You Amber Sparks,And I Do Not Forgive You: Stories & Other Revenges,Amber Sparks,Liveright,829,3.60,"('2', '11', '2020')",2020
0,Walking on the Ceiling Aysegul Savas,Walking on the Ceiling,Aysegül Savas,Riverhead Books,788,3.49,"('4', '30', '2019')",2019
0,The Floating World Babst,The Floating World,C. Morgan Babst,Algonquin Books,637,3.28,"('10', '17', '2017')",2017
0,REAL LIFE Brandon Taylor,Real Life,Brandon  Taylor,Riverhead Books,6527,3.95,"('2', '18', '2020')",2020
0,If You Can Get It Brendan Hodge,If You Can Get It,Brendan Hodge,Ignatius Press,28,4.48,"('7', '28', '2020')",2020
0,LOT Bryan Washington,Lot: Stories,Bryan Washington,Riverhead Books,3878,3.79,"('3', '19', '2019')",2019
0,MEMORIAL Bryan Washington,Memorial,Bryan Washington,Riverhead Books,330,4.04,"('10', '27', '2020')",2020
0,Place Last Seen Charlotte McGuinn Freeman,Place Last Seen,Charlotte McGuinn Freeman,Picador,81,3.51,"('3', '7', '2001')",2001
0,Cape May Chip Cheek,Cape May,Chip Cheek,Celadon Books,255,3.00,"('7', '7', '2020')",2020
1,Cape May Chip Cheek,Cape May Sneak Peek,Chip Cheek,,20,3.30,"(None, None, None)",
0,Portraits of a Few of the People I've Made Cry Christine Sneed,Portraits of a Few of the People I’ve Made Cry: Stories,Christine Sneed,University of Massachusetts Press,316,3.90,"('12', '22', '2010')",2010
0,Little Known Facts Christine Sneed,Little Known Facts,Christine Sneed,Bloomsbury USA,1159,3.30,"('2', '12', '2013')",2013
0,"Paris, He Said Christine Sneed","Paris, He Said",Christine Sneed,Bloomsbury USA,597,3.07,"('5', '5', '2015')",2015
0,The Virginity of Famous Men Christine Sneed,The Virginity of Famous Men,Christine Sneed,Bloomsbury USA,230,4.03,"('9', '13', '2016')",2016
0,The Unraveling of Cassidy Holmes Elissa Sloan,The Unraveling of Cassidy Holmes,Elissa R. Sloan,,5024,3.60,"(None, None, None)",
0,Crazy Horse’s Girlfriend  Erika T. Wurth,Crazy Horse's Girlfriend,Erika T. Wurth,Curbside Splendor Publishing,233,3.71,"('9', '16', '2014')",2014
0,Behold the Dreamers Imbolo Mbue,Summary of Behold the Dreamers by Imbolo Mbue | Conversation Starters,BookHabits,,6,4.64,"(None, None, None)",
1,Behold the Dreamers Imbolo Mbue,Study Guide: Behold the Dreamers by Imbolo Mbue (SuperSummary),SuperSummary,,0,0.00,"(None, None, None)",
2,Behold the Dreamers Imbolo Mbue,Behold the Dreamers,Imbolo Mbue,Random House Trade,35770,3.94,"('6', '26', '2017')",2017
0,American Dirt Jeanine Cummins,Study Guide: American Dirt by Jeanine Cummins (SuperSummary),SuperSummary,,1,4.00,"(None, None, None)",
1,American Dirt Jeanine Cummins,American Dirt,Jeanine Cummins,Flatiron Books,126888,4.31,"('1', '21', '2020')",2020
2,American Dirt Jeanine Cummins,American Dirt: Chapter Sampler,Jeanine Cummins,,337,4.17,"(None, None, None)",
3,American Dirt Jeanine Cummins,"American Dirt, Becoming 2 Books Collection Set",Michelle Obama,,5,4.80,"(None, None, None)",
0,Land of the Blind Jess Walter,"Land of the Blind (Caroline Mabry, #2)",Jess Walter,Harpperen,863,3.92,"('4', '1', '2005')",2005
0,Citizen Vince Jess Walter,Citizen Vince,Jess Walter,Regan,2979,3.86,"('8', '15', '2006')",2006
0,The Zero Jess Walter,The Zero,Jess Walter,Harper,2011,3.50,"('8', '29', '2006')",2006
0,The Financial Lives of the Poets Jess Walter,The Financial Lives of the Poets,Jess Walter,Harper,8410,3.70,"('9', '22', '2009')",2009
0,Beautiful Ruins Jess Walter,Beautiful Ruins,Jess Walter,Harper,139366,3.68,"('6', '12', '2012')",2012
1,Beautiful Ruins Jess Walter,Summary of Beautiful Ruins: A Novel by Jess Walter: Trivia/Quiz for Fans,WhizBooks,Blurb,0,0.00,"('5', '23', '2019')",2019
2,Beautiful Ruins Jess Walter,Jess Walter's Beautiful Ruins - For Fans (Trivia-On-Books),Trivion Books,,0,0.00,"(None, None, None)",
0,We Live in Water Jess Walter,We Live in Water,Jess Walter,Harper Perennial,4614,3.91,"('2', '12', '2013')",2013
0,Under the Small Lights John Cotter,Under the Small Lights,John Cotter,Miami University Press,21,4.14,"('5', '17', '2010')",2010
0,Sabrina & Corina  Kali Fajardo-Anstine,Sabrina & Corina: Stories,Kali Fajardo-Anstine,One World,4174,4.28,"('4', '2', '2019')",2019
0,Alcestis Katharine Beutner,Alcestis,Katharine Beutner,Soho Press,634,3.59,"('2', '1', '2010')",2010
0,Still Life With Monkey Katharine Weber,Still Life with Monkey,Katharine Weber,Paul Dry Books,167,3.84,"('8', '21', '2018')",2018
0,Ashes of Fiery Weather Kathleen Donohoe,Ashes of Fiery Weather,Kathleen Donohoe,Houghton Mifflin Harcourt,455,3.66,"('8', '30', '2016')",2016
0,Ghosts of the Missing Kathleen Donohoe,Ghosts of the Missing,Kathleen Donohoe,Mariner Books,138,3.37,"('2', '11', '2020')",2020
0,Mostly Dead Things Kristen Arnett,Mostly Dead Things,Kristen Arnett,Tin House Books,9346,3.41,"('6', '4', '2019')",2019
0,You Know You Want This Kristen Roupenian,You Know You Want This,Kristen Roupenian,Gallery/Scout Press,4869,3.64,"('1', '15', '2019')",2019
0,The Secrets We Kept Lara Prescott,The Secrets We Kept,Lara Prescott,Knopf,35955,3.69,"('9', '17', '2019')",2019
0,The Golden State Lydia Kiesling,The Golden State,Lydia Kiesling,MCD,1893,3.67,"('9', '4', '2018')",2018
0,The Ghost Keeper Natalie Morrill,The Ghost Keeper,Natalie Morrill,Patrick Crean Editions,360,3.78,"('5', '22', '2018')",2018
0,Sons & Other Flammable Objects Porochista Khakpour,Sons and Other Flammable Objects,Porochista Khakpour,Grove Press,299,3.54,"('9', '10', '2007')",2007
0,Tehrangeles Porochista Khakpour,Tehrangeles,Porochista Khakpour,Pantheon,4,2.00,"(None, None, '2022')",2022
0,SOMEONE WHO WILL LOVE IN YOU IN ALL YOUR DAMAGED GLORY Raphael Bob-Waksberg,Someone Who Will Love You in All Your Damaged Glory,Raphael Bob-Waksberg,,4667,4.16,"(None, None, None)",
0,An Untamed State Roxane Gay,An Untamed State,Roxane Gay,"Grove Press, Black Cat",14764,4.08,"('5', '6', '2014')",2014
0,True Love Sarah Gerard,True Love,Sarah Gerard,,213,3.29,"(None, None, None)",
1,True Love Sarah Gerard,True Love: A Novel,Sarah Gerard,Harper Perennial,0,0.00,"('6', '29', '2021')",2021
0,Borrowed Horses Siân Griffiths,Borrowed Horses,Sian   Griffiths,New Rivers Press,75,4.05,"('10', '29', '2013')",2013
0,THE SYMPATHIZER Viet Thanh Nguyen,Summary of The Sympathizer: by Viet Thanh Nguyen | Includes Chapter Synopses and Analysis,FastReads,,12,3.58,"(None, None, None)",
1,THE SYMPATHIZER Viet Thanh Nguyen,Study Guide to The Sympathizer by Viet Thanh Nguyen,Ray Moore M.A.,,0,0.00,"(None, None, None)",
2,THE SYMPATHIZER Viet Thanh Nguyen,The Sympathizer,Viet Thanh Nguyen,Grove Press,57711,3.97,"('4', '7', '2015')",2015
3,THE SYMPATHIZER Viet Thanh Nguyen,Viet Thanh Nguyen's The Sympathizer - For Fans (Trivia-on-Books),Trivion Books,,60,3.71,"(None, None, None)",
4,THE SYMPATHIZER Viet Thanh Nguyen,Summary and Analysis of The Sympathizer: Based on the Book by Viet Thanh Nguyen,Worth Books,,1,5.00,"(None, None, None)",
5,THE SYMPATHIZER Viet Thanh Nguyen,Conversations on The Sympathizer: A Novel By Viet Thanh Nguyen | Conversation Starters,Daily Books,,1,4.00,"(None, None, None)",
6,THE SYMPATHIZER Viet Thanh Nguyen,The Sympathizer ( Volume 1 of 2),Viet Thanh Nguyen,Mineumsa/Tsai Fong Books,0,0.00,"('6', '11', '2018')",2018
7,THE SYMPATHIZER Viet Thanh Nguyen,The Sympathizer ( Volume 2 of 2),Viet Thanh Nguyen,Mineumsa/Tsai Fong Books,0,0.00,"('6', '11', '2018')",2018
0,The Refugees Viet Thanh Nguyen,The Refugees,Viet Thanh Nguyen,Grove Press,12264,3.88,"('2', '7', '2017')",2017
1,The Refugees Viet Thanh Nguyen,The Displaced: Refugee Writers on Refugee Lives,Viet Thanh Nguyen,Harry N. Abrams,1011,4.39,"('4', '10', '2018')",2018
0,Homegoing Yaa Gyasi,Summary of Homegoing: By Yaa Gyasi - Includes Analysis,Instaread Summaries,Createspace Independent Publishing Platform,34,4.22,"('6', '30', '2016')",2016
1,Homegoing Yaa Gyasi,"Homegoing by Yaa Gyasi (Book Analysis): Detailed Summary, Analysis and Reading Guide (BrightSummaries.com)",Bright Summaries,,3,4.25,"(None, None, None)",
2,Homegoing Yaa Gyasi,Homegoing,Yaa Gyasi,Alfred A. Knopf,138964,4.44,"('6', '7', '2016')",2016
3,Homegoing Yaa Gyasi,"""A Study Guide for Yaa Gyasi's """"Homegoing"""""" (Novels for Students)",Cengage Gale,,0,0.00,"(None, None, None)",
4,Homegoing Yaa Gyasi,Summary of Homegoing: A novel by Yaa Gyasi | Conversation Starters,BookHabits,,0,0.00,"(None, None, None)",
5,Homegoing Yaa Gyasi,Summary of Homegoing: A Novel by Yaa Gyasi: Conversation Starters,Paul Adams,Blurb,1,2.00,"('1', '9', '2019')",2019
0,The Last Illusion Porochista Khakpour,The Last Illusion,Porochista Khakpour,Bloomsbury USA,751,3.35,"('5', '13', '2014')",2014
0,IN THE DREAM HOUSE Carmen Maria Machado,In the Dream House,Carmen Maria Machado,Graywolf Press,17847,4.53,"('11', '5', '2019')",2019
0,Tango Lessons: A Memoir Meghan Flaherty,Tango Lessons: A Memoir,Meghan Flaherty,Houghton Mifflin Harcourt,111,3.60,"('6', '19', '2018')",2018
0,Prison Island Colleen Frakes,Prison Island: A Graphic Memoir,Colleen Frakes,Zest Books,614,3.13,"('9', '1', '2015')",2015
0,Electrigirl Jo Cotterill,Electrigirl,Jo Cotterill,OUP Children's Books,63,4.05,"(None, None, '2016')",2016
1,Electrigirl Jo Cotterill,Electrigirl and the Deadly Swarm,Jo Cotterill,,15,4.22,"(None, None, None)",
2,Electrigirl Jo Cotterill,Electrigirls and the Invisible Thieves (Electrigirl 3),Jo Cotterill,,12,4.00,"(None, None, None)",
0,Electrigirl Jo Cotterill,Electrigirl,Jo Cotterill,OUP Children's Books,63,4.05,"(None, None, '2016')",2016
1,Electrigirl Jo Cotterill,Electrigirl and the Deadly Swarm,Jo Cotterill,,15,4.22,"(None, None, None)",
2,Electrigirl Jo Cotterill,Electrigirls and the Invisible Thieves (Electrigirl 3),Jo Cotterill,,12,4.00,"(None, None, None)",
0,Wildfire Run Dee Garretson,Wildfire Run,Dee Garretson,HarperCollins Children's Books,418,3.59,"('8', '31', '2010')",2010
0,Wolf Storm Dee Garretson,Wolf Storm,Dee Garretson,HarperCollins,302,3.85,"('8', '30', '2011')",2011
0,The Three Rules of Everyday Magic Amanda Rawson Hill,The Three Rules of Everyday Magic,Amanda Rawson Hill,,170,4.37,"(None, None, None)",
0,Hazel Bly Ashley Herring Blake,Hazel Bly and the Deep Blue Sea,Ashley Herring Blake,"Little, Brown Books for Young Readers",8,4.62,"('5', '25', '2021')",2021
0,My Seventh-Grade Life in Tights Brooks Benjamin,My Seventh-Grade Life in Tights,Brooks Benjamin,Delacorte/Random House,400,4.01,"('4', '12', '2016')",2016
0,"ERNESTINE, CATASTROPHE QUEEN Merrill Wyatt","Ernestine, Catastrophe Queen",Merrill Wyatt,jimmy patterson,122,3.80,"('8', '7', '2018')",2018
0,M.F.K. Nilah Magruder,M.F.K.: Book One,Nilah Magruder,Insight Comics,708,3.64,"('9', '26', '2017')",2017
0,Creaky Acres Nilah Magruder,Creaky Acres,Calista Brill,Dial,0,0.00,"(None, None, None)",
0,Mooncakes Wendy Xu,Mooncakes,Suzanne  Walker,Oni Press,9638,3.85,"('10', '22', '2019')",2019
1,Mooncakes Wendy Xu,"Mooncakes, Issue 1",Suzanne  Walker,,5,4.40,"('4', '2', '2016')",2016
0,Fighting Words Kimberly Brubaker Bradley,Fighting Words,Kimberly Brubaker Bradley,Dial Books,1168,4.75,"('8', '11', '2020')",2020
0,Orange For The Sunsets Tina Athaide,Orange for the Sunsets,Tina Athaide,Katherine Tegen Books,126,4.16,"('4', '2', '2019')",2019
0,The Weight of Our Sky Hanna Alkaf,The Weight of Our Sky,Hanna Alkaf,Salaam Reads,2035,4.23,"('2', '5', '2019')",2019
0,The Goblin's Puzzle:Being the Adventures of a Boy With No Name and Two Girls Called Alice Andrew S. Chilton,The Goblin's Puzzle: Being the Adventures of a Boy with No Name and Two Girls Called Alice,Andrew S. Chilton,Knopf Books for Young Readers,49,3.93,"('1', '19', '2016')",2016
0,Anatopsis Chris Abouzeid,Anatopsis,Chris Abouzeid,Dutton Juvenile,374,3.44,"('3', '2', '2006')",2006
0,We're Not From Here Geoff Rodkey,We're Not from Here,Geoff Rodkey,,217,4.06,"(None, None, None)",
0,Secrets of the Dragon Tomb Patrick Samphire,"Secrets of the Dragon Tomb (Secrets of the Dragon Tomb, #1)",Patrick Samphire,Square Fish,29,4.15,"('7', '18', '2017')",2017
1,Secrets of the Dragon Tomb Patrick Samphire,"The Emperor of Mars (Secrets of the Dragon Tomb, #2)",Patrick Samphire,Henry Holt and Co. (BYR),48,4.28,"('7', '18', '2017')",2017
2,Secrets of the Dragon Tomb Patrick Samphire,The Dinosaur Hunters: A Secrets of the Dragon Tomb Novella,Patrick Samphire,Patrick Samphire,0,4.46,"('6', '16', '2016')",2016
0,The Emperor of Mars Patrick Samphire,"The Emperor of Mars (Secrets of the Dragon Tomb, #2)",Patrick Samphire,Henry Holt and Co. (BYR),48,4.28,"('7', '18', '2017')",2017
0,Tentacle and Wing Sarah Porter,Tentacle and Wing,Sarah  Porter,HMH Books for Young Readers,239,3.80,"('10', '10', '2017')",2017
0,Warren the 13th Tania del Rio,"Warren the 13th and The All-Seeing Eye (Warren the 13th, #1)",Tania del Rio,Quirk Books,1321,4.11,"('11', '24', '2015')",2015
1,Warren the 13th Tania del Rio,"Warren the 13th and the Whispering Woods (Warren the 13th, #2)",Tania del Rio,Quirk Books,292,4.29,"('3', '21', '2017')",2017
2,Warren the 13th Tania del Rio,"Warren the 13th and the 13-Year Curse (Warren the 13th, #3)",Tania del Rio,,50,4.16,"('3', '24', '2020')",2020
3,Warren the 13th Tania del Rio,Warren the 13th (3 Book Series),Tania del Rio,,0,0.00,"(None, None, None)",
0,No One Man Should Have All That Power Amos Barshad,No One Man Should Have All That Power: How Rasputins Manipulate the World,Amos Barshad,Harry N. Abrams,103,3.74,"('4', '9', '2019')",2019
0,Face Value: The Hidden Ways Beauty Shapes Women's Lives Autumn Whitefield-Madrano,Face Value: The Hidden Ways Beauty Shapes Women's Lives,Autumn Whitefield-Madrano,Simon  Schuster,137,3.34,"('6', '21', '2016')",2016
0,The Eagles of Heart Mountain Bradford Pearson,"The Eagles of Heart Mountain: A True Story of Football, Incarceration, and Resistance in World War II America",Bradford Pearson,Atria Books,3,4.33,"('1', '5', '2021')",2021
0,Comeback Season Cathy Day,Comeback Season: How I Learned to Play the Game of Love,Cathy Day,Free Press,42,4.07,"('2', '1', '2008')",2008
0,Rapture Ready Daniel Radosh,Rapture Ready!: Adventures in the Parallel Universe of Christian Pop Culture,Daniel Radosh,,1279,3.93,"(None, None, None)",
0,Nine Inch Nails Pretty Hate Machine Daphne Carr,Nine Inch Nails' Pretty Hate Machine (33 1/3 Book 78),Daphne Carr,,7,2.14,"(None, None, None)",
1,Nine Inch Nails Pretty Hate Machine Daphne Carr,Nine Inch Nails' Pretty Hate Machine (33 1/3),Daphne Carr,,9,3.14,"(None, None, None)",
0,Chillpreneur  Denise Duffield-Thomas,Chillpreneur: How to Run a Wildly Successful Business Without Losing Your Mind (or Your Money!),Denise Duffield-Thomas,Hay House UK Ltd,349,4.43,"('2', '19', '2019')",2019
1,Chillpreneur  Denise Duffield-Thomas,"Chillpreneur [Hardcover], Just F*cking Do It, You Are a Badass, Start Now Get Perfect Later 4 Books Collection Set",Denise Duffield-Thomas,,1,4.00,"(None, None, None)",
0,Laziness Does Not Exist  Devon Price,Laziness Does Not Exist,Devon Price,Atria Books,2,5.00,"('1', '5', '2021')",2021
1,Laziness Does Not Exist  Devon Price,Laziness Does Not Exist (Export),Devon Price,Simon & Schuster Export,0,0.00,"('1', '5', '2021')",2021
0,A Higher Loyalty James Comey,Summary of A Higher Loyalty by James Comey,SpeedyReads,gatsby24,11,3.31,"('4', '22', '2018')",2018
1,A Higher Loyalty James Comey,Summary of A Higher Loyalty by James Comey | Summary & Analysis,Nosco Publishing,,4,3.25,"(None, None, None)",
2,A Higher Loyalty James Comey,Summary of a Higher Loyalty by James Comey,Dennis Braun,Independently Published,1,4.00,"('12', '22', '2018')",2018
3,A Higher Loyalty James Comey,Summary of A Higher Loyalty by James Comey: Conversation Starters,BookHabits,Blurb,1,2.00,"('5', '23', '2019')",2019
4,A Higher Loyalty James Comey,"Summary - A Higher Loyalty: James Comey - Truth, Lies, and Leadership",Learnify Me,Createspace Independent Publishing Platform,0,0.00,"('6', '24', '2018')",2018
5,A Higher Loyalty James Comey,"A Higher Loyalty: Truth, Lies, and Leadership",James Comey,Flatiron Books,34945,4.10,"('4', '17', '2018')",2018
6,A Higher Loyalty James Comey,"Summary of A Higher Loyalty: Truth, Lies, and Leadership By James Comey",Concise Reading,,9,3.67,"(None, None, None)",
7,A Higher Loyalty James Comey,"Summary of A Higher Loyalty: Truth, Lies and Leadership James Comey (Read in Less than 20 Minutes)",Ash Davis,,9,4.44,"(None, None, None)",
8,A Higher Loyalty James Comey,"SUMMARY Of A Higher Loyalty: Truth, Lies, and Leadership by James Comey",Book House,,3,3.33,"(None, None, None)",
9,A Higher Loyalty James Comey,"Summary of A Higher Loyalty: Truth, Lies, and Leadership by James Comey",Better Me,,1,2.00,"(None, None, None)",
10,A Higher Loyalty James Comey,Analysis of James Comey’s A Higher Loyalty by Milkyway Media,Milkyway Media,,1,4.00,"(None, None, None)",
11,A Higher Loyalty James Comey,"Summary: James Comey's A Higher Loyalty: Truth, Lies, and Leadership",Sarah Fields,,0,0.00,"(None, None, None)",
12,A Higher Loyalty James Comey,"Summary of A Higher Loyalty: Truth, Lies, and Leadership by James Comey: Trivia/Quiz for Fans",WhizBooks,Blurb,0,0.00,"('5', '23', '2019')",2019
13,A Higher Loyalty James Comey,"Summary of a Higher Loyalty: Truth, Lies, and Leadership by James Comey",Panda Read,Independently Published,0,0.00,"('1', '30', '2019')",2019
14,A Higher Loyalty James Comey,"Summary of A Higher Loyalty: Truth, Lies, and Leadership by James Comey (Trivia/Quiz for Fans)",Whiz Books,,0,0.00,"(None, None, None)",
15,A Higher Loyalty James Comey,"A Higher Loyalty, Fire and Fury, What Happened 3 Books Collection Set",James Comey,,4,4.00,"(None, None, None)",
0,"Yours, for Probably Always Janet Somerville","Yours, for Probably Always: Martha Gellhorn's Letters of Love and War 1930-1949",Janet Somerville,Firefly Books,38,4.08,"('9', '27', '2019')",2019
0,When Women Invented Television Jennifer Keishin Armstrong,When Women Invented Television: The Untold Story of the Female Powerhouses Who Pioneered the Way We Watch Today,Jennifer Keishin Armstrong,Harper,0,0.00,"('3', '23', '2021')",2021
