,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,Every Knee Shall Bow Jess Walter,Every Knee Shall Bow,Jess Walter,Harper,272,4.09,"('5', '15', '1996')",1996
1,Every Knee Shall Bow Jess Walter,Best Nonfiction: Return with Honor; My Name is Mary; A Good Life; Every Knee Shall Bow,Scott O'Grady,Reader's Digest,2,5.00,"(None, None, '1997')",1997
0,In Progress Jessica Hische,"In Progress: See Inside a Lettering Artist's Sketchbook and Process, from Pencil to Vector (Hand Lettering Books, Learn to Draw Books, Calligraphy Workbook for Beginners)",Jessica Hische,Chronicle Books,615,4.53,"('9', '15', '2015')",2015
0,Lurking Joanne McNeil,Lurking: How a Person Became a User,Joanne  McNeil,MCD,324,3.85,"('2', '25', '2020')",2020
0,The Room Where It Happened John Bolton,SUMMARY of The Room Where It Happened By John Bolton,Quantum Press,,7,3.29,"(None, None, None)",
1,The Room Where It Happened John Bolton,Summary of The Room Where it Happened by John Bolton,SpeedReads Publishing,,15,2.67,"(None, None, None)",
2,The Room Where It Happened John Bolton,Summary of The Room Where It Happened by John Bolton : A White House Memoir,Genius Reads,,10,3.60,"(None, None, None)",
3,The Room Where It Happened John Bolton,Summary of The Room Where It Happened By John Bolton: A White House Memoir,Best Book Briefings,,7,4.00,"(None, None, None)",
4,The Room Where It Happened John Bolton,Summary of The Room Where It Happened By John Bolton: A White House Memoir,Best Book Briefing,,4,1.25,"(None, None, None)",
5,The Room Where It Happened John Bolton,SUMMARY Of The Room Where It Happened By John Bolton: A White House Momoir,Fast Reads Publishing,,5,2.40,"(None, None, None)",
6,The Room Where It Happened John Bolton,SUMMARY Of The Room Where It Happened By john Bolton: A White House Memoir,mark dugoni,,1,1.00,"(None, None, None)",
7,The Room Where It Happened John Bolton,Summary of The Room Where It Happened by John Bolton : A White House Memoir,BlinkRead,,1,3.00,"(None, None, None)",
8,The Room Where It Happened John Bolton,SUMMARY Of The Room Where It Happened By John Bolton,Max M. White,,0,0.00,"(None, None, None)",
9,The Room Where It Happened John Bolton,Summary And Analysis Of The Room Where It Happened By John Bolton: A White House Memoir,John Carlos,,0,0.00,"(None, None, None)",
10,The Room Where It Happened John Bolton,Summary of The Room Where It Happened by John Bolton: A White House Memoir,Genius Reads,,1,1.00,"(None, None, None)",
11,The Room Where It Happened John Bolton,The Room Where It Happened: A White House Memoir,John R. Bolton,,4720,3.11,"(None, None, None)",
12,The Room Where It Happened John Bolton,SUMMARY OF THE ROOM WHERE IT HAPPENED A BOOK BY JOHN BOLTON : Key Takeaways & Analysis,James Mullins,,12,3.33,"(None, None, None)",
13,The Room Where It Happened John Bolton,Summary of John R. Bolton's The Room Where It Happened (Best Seller Book Summaries 2),KEVIN V HALEY,,5,3.40,"(None, None, None)",
14,The Room Where It Happened John Bolton,Summary of The Room Where It Happened: A White House Memoir by John Bolton | a Go BOOKS Summary Guide,Go BOOKS,,4,4.00,"(None, None, None)",
15,The Room Where It Happened John Bolton,Summary and Discussions of The Room Where It Happened: A White House Memoir By John Bolton,The Growth Digest,,2,1.00,"(None, None, None)",
16,The Room Where It Happened John Bolton,Donald trump V John Bolton: Trump is trying to stop “The Room Where It Happened” From Happening,mark dugoni,,1,3.00,"(None, None, None)",
17,The Room Where It Happened John Bolton,SUMMARY AND ANALYSIS: THE ROOM WHERE IT HAPPENED: KEY TAKEAWAYS AND ANALYSIS By John Bolton,Virginia Vardy Vardy,,0,0.00,"(None, None, None)",
18,The Room Where It Happened John Bolton,SUMMARY AND ANALYSIS: THE ROOM WHERE IT HAPPENED; KEY TAKEAWAYS AND ANALYSIS By John Bolton,Gulf Publishers,,2,1.50,"(None, None, None)",
19,The Room Where It Happened John Bolton,SUMMARY OF THE ROOM WHERE IT HAPPENED A BOOK BY JOHN BOLTON Key Takeaways & Analysis,James Mullins,,0,0.00,"(None, None, None)",
0,Geek Feminist Revolution Kameron Hurley,The Geek Feminist Revolution,Kameron Hurley,Tor Books,2153,3.89,"('5', '31', '2016')",2016
0,Equally Wed: The Ultimate Guide to Planning Your LGBTQ+ Wedding Kirsten Ott Palladino,Equally Wed: The Ultimate Guide to Planning Your LGBTQ+ Wedding,Kirsten Ott Palladino,Seal Press,25,4.37,"('5', '30', '2017')",2017
0,The Far Away Brothers LAUREN MARKHAM,Study Guide: The Far Away Brothers by Lauren Markham (SuperSummary),SuperSummary,Independently Published,0,0.00,"('12', '21', '2019')",2019
1,The Far Away Brothers LAUREN MARKHAM,The Far Away Brothers: Two Young Migrants and the Making of an American Life,Lauren Markham,Crown Publishing Group (NY),1167,4.15,"('9', '12', '2017')",2017
2,The Far Away Brothers LAUREN MARKHAM,The Far Away Brothers (Adapted for Young Adults): Two Teenage Immigrants Making a Life in America,Lauren Markham,Delacorte Press,67,4.00,"('8', '20', '2019')",2019
0,Fruit Trees for Every Garden Manjula Martin,Fruit Trees for Every Garden: An Organic Approach to Growing Fruit from an Expert Gardener,Orin Martin,,8,4.00,"(None, None, None)",
1,Fruit Trees for Every Garden Manjula Martin,"Fruit Trees for Every Garden: An Organic Approach to Growing Apples, Pears, Peaches, Plums, Citrus, and More",Orin Martin,Ten Speed Press,3,4.33,"('8', '1', '2019')",2019
0,The Man Who Quit Money Mark Sundeen,The Man Who Quit Money,Mark Sundeen,Riverhead,2484,3.74,"(None, None, None)",
0,The 7 Laws of Magical Thinking Matthew Hutson,"The 7 Laws of Magical Thinking: How Irrational Beliefs Keep Us Happy, Healthy, and Sane",Matthew Hutson,Hudson Street Press,527,3.57,"('4', '12', '2012')",2012
0,Let the Lord Sort Them: The Rise and Fall of the Death Penalty Maurice Chammah,Let the Lord Sort Them: The Rise and Fall of the Death Penalty,Maurice Chammah,Crown Publishing Group (NY),1,2.00,"('1', '26', '2021')",2021
0,A Hacker Manifesto McKenzie Wark,A Hacker Manifesto,McKenzie Wark,Harvard University Press,191,3.84,"('10', '4', '2004')",2004
0,Leaving India Minal Hajratwala,Leaving India: My Family's Journey from Five Villages to Five Continents,Minal Hajratwala,Houghton Mifflin Harcourt,236,3.92,"('3', '18', '2009')",2009
0,Moon Fiji Minal Hajratwala,Moon Fiji,Minal Hajratwala,Moon Travel,6,4.50,"('5', '14', '2019')",2019
1,Moon Fiji Minal Hajratwala,Moon Fiji (Travel Guide),Minal Hajratwala,,4,4.75,"(None, None, None)",
0,Managing Online Forums Patrick O'Keefe,Managing Online Forums: Everything You Need to Know to Create and Run Successful Community Discussion Boards,Patrick O'Keefe,AMACOM,50,3.76,"('4', '28', '2008')",2008
0,Catch and Kill Ronan Farrow,"Summary of Catch and Kill by Ronan Farrow : Lies, Spies and a Conspiracy to Protect Predators",CTPrint,,5,3.40,"(None, None, None)",
1,Catch and Kill Ronan Farrow,"Catch and Kill: Lies, Spies, and a Conspiracy to Protect Predators",Ronan Farrow,,9723,4.44,"(None, None, None)",
2,Catch and Kill Ronan Farrow,"Summary of Catch and Kill : Lies, Spies and a Conspiracy to Protect Predators By Ronan Farrow",CTPrint,,12,4.17,"(None, None, None)",
3,Catch and Kill Ronan Farrow,"Catch and Kill Lies, Spies and a Conspiracy to Protect Predators & War on Peace By Ronan Farrow 2 Books Collection Set",Ronan Farrow,,3,4.00,"(None, None, None)",
4,Catch and Kill Ronan Farrow,"Summary of Catch and Kill: Lies, Spies and a Conspiracy to Protect Predators By Ronan Farrow",Goodbook,,1,5.00,"(None, None, None)",
0,Bad Feminist Roxane Gay,Summary Bad Feminist by Roxane Gay,Dennis Braun,Independently Published,0,0.00,"('1', '13', '2019')",2019
1,Bad Feminist Roxane Gay,Bad Feminist by Roxane Gay | Summary | Free Audiobook,Lea Schullery,QuickRead,2,2.50,"(None, None, None)",
2,Bad Feminist Roxane Gay,"Summary of ""Bad Feminist"" by Roxane Gay Alter",Lea Schullery,QuickRead,0,0.00,"('4', '25', '2020')",2020
3,Bad Feminist Roxane Gay,SUMMARY OF Bad Feminist | Roxane Gay | Ebooks | Highlights and Key Concepts | Save Money and Time Reading Sumaries,Joseph Bellvis,,0,0.00,"(None, None, None)",
4,Bad Feminist Roxane Gay,Summary of Bad Feminist by Roxane Gay,Panda Read,Independently Published,0,0.00,"('1', '30', '2019')",2019
5,Bad Feminist Roxane Gay,Bad Feminist,Roxane Gay,Harper Perennial,78706,3.94,"('8', '5', '2014')",2014
0,Fangirl's Guide to the Galaxy Sam Maggs,The Fangirl's Guide to the Galaxy: A Handbook for Girl Geeks,Sam Maggs,Quirk Books,3401,3.69,"('5', '12', '2015')",2015
0,Wonder Women Sam Maggs,"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History",Sam Maggs,,1799,4.02,"(None, None, None)",
0,Girl Squads Sam Maggs,Girl Squads,Sam Maggs,,401,3.87,"(None, None, None)",
0,I Overcame My Autism And All I Got Was This Lousy Anxiety Disorder Sarah Kurchak,I Overcame My Autism and All I Got Was This Lousy Anxiety Disorder: A Memoir,Sarah Kurchak,,44,4.29,"('9', '22', '2020')",2020
0,The Red Market Scott Carney,"The Red Market: On the Trail of the World's Organ Brokers, Bone Thieves, Blood Farmers, and Child Traffickers",Scott Carney,William Morrow,1940,3.81,"('5', '31', '2011')",2011
1,The Red Market Scott Carney,"The Red Market: On the Trail of The World's Organ Brokers, Bone Thieves, Blood Farmers and Child Traffickers",Scott Carney,,3,4.00,"(None, None, None)",
0,A Death on Diamond Mountain Scott Carney,"A Death on Diamond Mountain: A True Story of Obsession, Madness, and the Path to Enlightenment",Scott Carney,Avery,273,3.61,"('3', '17', '2015')",2015
1,A Death on Diamond Mountain Scott Carney,"The Enlightenment Trap: Obsession, Madness and Death on Diamond Mountain",Scott Carney,,22,3.83,"(None, None, None)",
0,What Doesn't Kill Us Scott Carney,"What Doesn't Kill Us: How Freezing Water, Extreme Altitude, and Environmental Conditioning Will Renew Our Lost Evolutionary Strength",Scott Carney,Rodale Books,3251,4.13,"('1', '3', '2017')",2017
1,What Doesn't Kill Us Scott Carney,"What Doesnt Kill Us, The Oxygen Advantage, Scientifically Proven Breathing Techniques 3 Books Collection Set",Scott Carney,,13,4.00,"(None, None, None)",
2,What Doesn't Kill Us Scott Carney,"The Art of Resilience, What Doesnt Kill Us, The Oxygen Advantage 3 Books Collection Set",Ross Edgley,,0,0.00,"(None, None, None)",
0,THE DISPLACED Viet Thanh Nguyen,The Displaced: Refugee Writers on Refugee Lives,Viet Thanh Nguyen,Harry N. Abrams,1011,4.39,"('4', '10', '2018')",2018
0,Librarian Tales William Ottens,Librarian Tales: Dispatches from the Stacks,William Ottens,Skyhorse,111,3.40,"('9', '1', '2020')",2020
1,Librarian Tales William Ottens,"Librarian Tales: Funny, Strange, and Inspiring Dispatches from the Stacks",William Ottens,,2,4.00,"(None, None, None)",
0,,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,St. Martins Press-3PL,356148,3.43,"('3', '18', '2003')",2003
1,,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,Atheneum Books for Young Readers,74259,4.09,"('5', None, '2004')",2004
2,,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",38604,3.99,"(None, None, '1992')",1992
3,,Loving Frank,Nancy Horan,,82958,3.76,"(None, None, None)",
4,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901",Nancy E. Turner,Harper Perennial,14684,4.34,"('4', '1', '2008')",2008
5,,The Living Mountain,Nan Shepherd,Canongate Books,2130,4.31,"('8', '18', '2011')",2011
6,,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,Applewood Books,56667,3.99,"('9', '1', '1991')",1991
7,,The Ballad of Sexual Dependency,Nan Goldin,Aperture,4335,4.20,"('6', '15', '2005')",2005
8,,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,Viking,15400,3.74,"('6', '21', '2016')",2016
9,,The Rape of Nanking,Iris Chang,Penguin Books,24558,4.12,"('11', '1', '1998')",1998
10,,The Perfect Nanny,Leïla Slimani,Penguin Books,35787,3.39,"('1', '9', '2018')",2018
11,,"The First Cut (Nan Vining Mysteries, #1)",Dianne Emley,Ballantine Books,452,3.72,"('8', '29', '2006')",2006
12,,"Nana, Vol. 1",Ai Yazawa,VIZ Media LLC,34142,4.21,"('12', '6', '2005')",2005
13,,Sunan Cinta Nan Sakti,Ramlee Awang Murshid,Alaf 21,316,4.42,"('11', None, '2015')",2015
14,,Fierce Winds and Fiery Dragons (Dusky Hollows #1),Nan Sweet,,41,4.10,"(None, None, None)",
15,,Rokok Nan Sebatang,Nami Cob Nobbler,Lejen Press,244,3.94,"('4', None, '2013')",2013
16,,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,Grosset & Dunlap,31406,3.95,"(None, None, '1996')",1996
17,,Flowers of Mold,Ha Seong-nan,,422,3.69,"(None, None, None)",
18,,Promises of the Heart,Nan Rossiter,Harper Paperbacks,151,4.16,"('2', '4', '2020')",2020
19,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,Harmony,14113,4.23,"('5', '16', '2000')",2000
0,The Wild Diet Abel James,"The Wild Diet: Get Back to Your Roots, Burn Fat, and Drop Up to 20 Pounds in 40 Days",Abel James,Avery,665,4.03,"('4', '7', '2015')",2015
0,Brown Album Porochista Khakpour,Brown Album: Essays on Exile and Identity,Porochista Khakpour,Vintage,138,3.89,"('5', '19', '2020')",2020
0,Ask A Queer Chick Lindsay King-Miller,"Ask a Queer Chick: A Guide to Sex, Love, and Life for Girls Who Dig Girls",Lindsay King-Miller,Plume,386,4.04,"('2', '2', '2016')",2016
0,Codependence  Amy Long,Codependence,Amy Long,Cleveland State University Poetry Center,34,4.74,"('9', '10', '2019')",2019
0,Sonata: A Memoir of Pain and the Piano Andrea Avery,Sonata: A Memoir of Pain and the Piano,Andrea Avery,Pegasus Books,116,4.42,"('5', '9', '2017')",2017
0,Navel Gazing: One Woman's Quest for a Size Normal Anne H Putnam,Navel Gazing: One Woman's Quest for a Size Normal,Anne H. Putnam,Faber and Faber,65,3.20,"('1', '3', '2013')",2013
1,Navel Gazing: One Woman's Quest for a Size Normal Anne H Putnam,Navel Gazing: One Woman's Quest for a Size Normal,Anne H. Putnam,,0,0.00,"('8', '26', '2016')",2016
0,The Knitter's Gift Bernadette Murphy,"The Knitter's Gift: An Inspirational Bag of Words, Wisdom, and Craft",Bernadette Murphy,Adams Media,37,3.48,"('9', '10', '2004')",2004
0,The Tao Gals' Guide to Real Estate Bernadette Murphy,The Tao Gal's Guide to Real Estate: Finding the House of Your Dreams with the Help of Six Women and the Ancient Art of the Tao,Bernadette Murphy,Bloomsbury USA,11,3.19,"('1', '10', '2006')",2006
0,Harley and Me Bernadette Murphy,Harley and Me: Embracing Risk On the Road to a More Authentic Life,Bernadette Murphy,Counterpoint,58,4.08,"('4', '18', '2016')",2016
0,Zen and the Art of Knitting Bernadette Murphy,"Zen and the Art of Knitting: Exploring the Links Between Knitting, Spirituality, and Creativity",Bernadette Murphy,Adams Media Corporation,468,3.78,"('9', '1', '2002')",2002
0,My Body Is a Book of Rules Elissa Washuta,My Body Is a Book of Rules,Elissa Washuta,Red Hen Press,732,4.09,"('8', '12', '2014')",2014
0,Wild Life Keena Roberts,Wild Life: Dispatches from a Childhood of Baboons and Button-Downs,Keena Roberts,Grand Central Publishing,210,4.37,"('11', '12', '2019')",2019
0,How to Slowly Kill Yourself and Others in America Kiese Laymon,How to Slowly Kill Yourself and Others in America,Kiese Laymon,Agate Bolden,2440,4.26,"('8', '13', '2013')",2013
0,The Woo-Woo Lindsay Wong,"The Woo-Woo: How I Survived Ice Hockey, Drug Raids, Demons, and My Crazy Chinese Family",Lindsay Wong,Arsenal Pulp Press,1766,3.13,"('11', '6', '2018')",2018
0,Eat the Apple Matt Young,Eat the Apple: A Memoir,Matt  Young,Bloomsbury USA,753,3.64,"('2', '27', '2018')",2018
1,Eat the Apple Matt Young,Eat the Apple,Matt Young,,0,0.00,"(None, None, None)",
0,The Brand New Catastrophe Mike Scalise,The Brand New Catastrophe,Mike Scalise,Sarabande Books,192,3.79,"('1', '31', '2017')",2017
0,Sick: A Memoir Porochista Khakpour,Sick: A Memoir,Porochista Khakpour,Harper Perennial,2064,3.35,"('6', '5', '2018')",2018
0,The Heart and Other Monsters  Rose Andersen,The Heart and Other Monsters,Rose Andersen,,125,4.34,"(None, None, None)",
0,Hunger Roxane Gay,Hunger: A Memoir of (My) Body,Roxane Gay,HarperCollins,65559,4.18,"('6', '13', '2017')",2017
0,Yoga Bitch Suzanne Morrison,"Yoga Bitch: One Woman's Quest to Conquer Skepticism, Cynicism, and Cigarettes on the Path to  Enlightenment",Suzanne Morrison,Three Rivers Press,3432,3.66,"('8', '16', '2011')",2011
0,Rock Needs River: A Memoir About a Very Open Adoption Vanessa McGrady,Rock Needs River: A Memoir About a Very Open Adoption,Vanessa McGrady,,4281,3.48,"(None, None, None)",
0,,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,St. Martins Press-3PL,356148,3.43,"('3', '18', '2003')",2003
1,,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,Atheneum Books for Young Readers,74259,4.09,"('5', None, '2004')",2004
2,,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",38604,3.99,"(None, None, '1992')",1992
3,,Loving Frank,Nancy Horan,,82958,3.76,"(None, None, None)",
4,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901",Nancy E. Turner,Harper Perennial,14684,4.34,"('4', '1', '2008')",2008
5,,The Living Mountain,Nan Shepherd,Canongate Books,2130,4.31,"('8', '18', '2011')",2011
6,,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,Applewood Books,56667,3.99,"('9', '1', '1991')",1991
7,,The Ballad of Sexual Dependency,Nan Goldin,Aperture,4335,4.20,"('6', '15', '2005')",2005
8,,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,Viking,15400,3.74,"('6', '21', '2016')",2016
9,,The Perfect Nanny,Leïla Slimani,Penguin Books,35787,3.39,"('1', '9', '2018')",2018
10,,The Rape of Nanking,Iris Chang,Penguin Books,24558,4.12,"('11', '1', '1998')",1998
11,,"The First Cut (Nan Vining Mysteries, #1)",Dianne Emley,Ballantine Books,452,3.72,"('8', '29', '2006')",2006
12,,"Nana, Vol. 1",Ai Yazawa,VIZ Media LLC,34142,4.21,"('12', '6', '2005')",2005
13,,Sunan Cinta Nan Sakti,Ramlee Awang Murshid,Alaf 21,316,4.42,"('11', None, '2015')",2015
14,,Fierce Winds and Fiery Dragons (Dusky Hollows #1),Nan Sweet,,41,4.10,"(None, None, None)",
15,,Rokok Nan Sebatang,Nami Cob Nobbler,Lejen Press,244,3.94,"('4', None, '2013')",2013
16,,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,Grosset & Dunlap,31406,3.95,"(None, None, '1996')",1996
17,,Flowers of Mold,Ha Seong-nan,,422,3.69,"(None, None, None)",
18,,Promises of the Heart,Nan Rossiter,Harper Paperbacks,151,4.16,"('2', '4', '2020')",2020
19,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,Harmony,14113,4.23,"('5', '16', '2000')",2000
0,,"The Nanny Diaries (Nanny, #1)",Emma McLaughlin,St. Martins Press-3PL,356148,3.43,"('3', '18', '2003')",2003
1,,"The House of the Scorpion (Matteo Alacran, #1)",Nancy Farmer,Atheneum Books for Young Readers,74259,4.09,"('5', None, '2004')",2004
2,,Annie on My Mind,Nancy Garden,"Farrar, Straus and Giroux (BYR)",38604,3.99,"(None, None, '1992')",1992
3,,Loving Frank,Nancy Horan,,82958,3.76,"(None, None, None)",
4,,"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901",Nancy E. Turner,Harper Perennial,14684,4.34,"('4', '1', '2008')",2008
5,,The Living Mountain,Nan Shepherd,Canongate Books,2130,4.31,"('8', '18', '2011')",2011
6,,"The Secret of the Old Clock (Nancy Drew Mystery Stories, #1)",Carolyn Keene,Applewood Books,56667,3.99,"('9', '1', '1991')",1991
7,,The Ballad of Sexual Dependency,Nan Goldin,Aperture,4335,4.20,"('6', '15', '2005')",2005
8,,White Trash: The 400-Year Untold History of Class in America,Nancy Isenberg,Viking,15400,3.74,"('6', '21', '2016')",2016
9,,The Perfect Nanny,Leïla Slimani,Penguin Books,35787,3.39,"('1', '9', '2018')",2018
10,,The Rape of Nanking,Iris Chang,Penguin Books,24558,4.12,"('11', '1', '1998')",1998
11,,"The First Cut (Nan Vining Mysteries, #1)",Dianne Emley,Ballantine Books,452,3.72,"('8', '29', '2006')",2006
12,,"Nana, Vol. 1",Ai Yazawa,VIZ Media LLC,34142,4.21,"('12', '6', '2005')",2005
13,,Sunan Cinta Nan Sakti,Ramlee Awang Murshid,Alaf 21,316,4.42,"('11', None, '2015')",2015
14,,Fierce Winds and Fiery Dragons (Dusky Hollows #1),Nan Sweet,,41,4.10,"(None, None, None)",
15,,Rokok Nan Sebatang,Nami Cob Nobbler,Lejen Press,244,3.94,"('4', None, '2013')",2013
16,,The Hidden Staircase (Nancy Drew Mystery Stories #2),Carolyn Keene,Grosset & Dunlap,31406,3.95,"(None, None, '1996')",1996
17,,Flowers of Mold,Ha Seong-nan,,422,3.69,"(None, None, None)",
18,,Promises of the Heart,Nan Rossiter,Harper Paperbacks,151,4.16,"('2', '4', '2020')",2020
19,,The Seven Principles for Making Marriage Work: A Practical Guide from the Country's Foremost Relationship Expert,John M. Gottman,Harmony,14113,4.23,"('5', '16', '2000')",2000
0,A Mind Spread on the Ground Alicia Elliott,A Mind Spread Out on the Ground,Alicia Elliott,Doubleday Canada,2379,4.53,"('3', '26', '2019')",2019
0,Different Colored Doorways Lauren Hough,Different Colored Doorways,Lauren  Hough,Vintage,1,5.00,"(None, None, None)",
0,How to Fall In Love with Anyone Mandy Len Catron,How to Fall in Love with Anyone: A Memoir in Essays,Mandy Len Catron,Simon  Schuster,1750,3.73,"('6', '27', '2017')",2017
0,The Collected Schizophrenias Esme Weijun Wang,The Collected Schizophrenias: Essays,Esmé Weijun Wang,Graywolf Press,9312,4.15,"('2', '5', '2019')",2019
0,Okay Fine Whatever: The Year I Went From Being Afraid of Everything to Only Being Afraid of Most Things  Courtenay Hameister,Okay Fine Whatever: The Year I Went from Being Afraid of Everything to Only Being Afraid of Most Things,Courtenay Hameister,"Little, Brown and Company",1222,3.61,"('7', '31', '2018')",2018
0,The American Way of Eating Tracie McMillan,Study Guide: The American Way of Eating by Tracie McMillan (SuperSummary),SuperSummary,Independently Published,0,0.00,"('2', '2', '2020')",2020
1,The American Way of Eating Tracie McMillan,"The American Way of Eating: Undercover at Walmart, Applebee's, Farm Fields and the Dinner Table",Tracie McMillan,Scribner,3064,3.58,"('10', '2', '2012')",2012
0,10000 10000,"10,000 Ghost Stories: Create Over 10,000 Ghosts & 10,000 Stories",Ramsey Campbell,Chartwell Books,10,4.30,"('2', '15', '2014')",2014
1,10000 10000,"10,000 Zombies",Alexander Cox,,18,3.89,"(None, None, '2011')",2011
2,10000 10000,"10,000 Miles with 10,000 Reasons: A Journey Into the Heart of Africa",Nancy Frantz,Electio Publishing,0,4.43,"('2', '14', '2017')",2017
3,10000 10000,"2,000 to 10,000: How to Write Faster, Write Better, and Write More of What You Love",Rachel Aaron,,3860,4.18,"('10', '7', '2012')",2012
4,10000 10000,"Milk!: A 10,000-Year Food Fracas",Mark Kurlansky,Bloomsbury Publishing,780,3.53,"('5', '8', '2018')",2018
5,10000 10000,"In The Shadow of 10,000 Hills",Jennifer Haupt,Central Avenue Publishing,664,4.16,"('4', '1', '2018')",2018
6,10000 10000,"The Land of 10,000 Madonnas",Kate Hattemer,Knopf,531,3.08,"('4', '19', '2016')",2016
7,10000 10000,"Our Towns: A 100,000-Mile Journey Into the Heart of America",James M. Fallows,Pantheon Books,1192,3.63,"('5', '8', '2018')",2018
8,10000 10000,"The 10,000 Year Explosion: How Civilization Accelerated Human Evolution",Gregory Cochran,Basic Books (AZ),1199,3.94,"('1', '26', '2009')",2009
9,10000 10000,"10,000 Ghost Stories: Create Over 10,000 Ghosts & 10,000 Stories",Lisa K. Weber,,1,3.00,"(None, None, None)",
10,10000 10000,"$10,000,000 Marriage Proposal",James Patterson,BookShots,1698,3.24,"('10', '20', '2016')",2016
11,10000 10000,"Angel: How to Invest in Technology Startups—Timeless Advice from an Angel Investor Who Turned $100,000 into $100,000,000",Jason Calacanis,Harper Business,1158,4.31,"('7', '18', '2017')",2017
12,10000 10000,"Passive Income Freedom: 23 Passive Income Blueprints: Go Step-by-Step from Complete Beginner to $5,000-10,000/mo in the next 6 Months!",Gundi Gabrielle,,258,3.74,"(None, None, None)",
13,10000 10000,"10,000 Dresses",Marcus Ewert,Triangle Square,901,3.81,"('11', '4', '2008')",2008
14,10000 10000,"Ben 10 - Omnitrix: DNA Force Members, Omnitrix Wielders, Azmuth, Ben 10,000, Ben 10,000, Ben Tennyson, Eunice, Gluto, Kenny Tennyson, Max Tennyson, Myaxx, Professor Paradox, Sunder, Tetrax Shard, Voliticus Biopsis, Xylene, Codon Stream",Source Wikipedia,"Books LLC, Wiki Series",2,3.50,"('10', '13', '2012')",2012
15,10000 10000,"Splash!: 10,000 Years of Swimming",Howard Means,,36,3.79,"(None, None, None)",
16,10000 10000,"THE MIRACULOUS RESULTS OF EXTREMELY HIGH DOSES OF THE SUNSHINE HORMONE VITAMIN D3 MY EXPERIMENT WITH HUGE DOSES OF D3 FROM 25,000 to 50,000 to 100,000 IU A Day OVER A 1 YEAR PERIOD",Jeff T. Bowles,,568,3.91,"(None, None, None)",
17,10000 10000,"Isle of 100,000 Graves",Fabien Vehlmann,Fantagraphics,1031,3.81,"('6', '15', '2011')",2011
18,10000 10000,"Frank Lloyd Wright's $10,000 House",Robert J. Hartnett,Hilton Publishing,7,3.71,"('6', '17', '2019')",2019
19,10000 10000,"Around America to Win the Vote: Two Suffragists, a Kitten, and 10,000 Miles",Mara Rockliff,Candlewick Press,485,4.01,"('8', '2', '2016')",2016
0,You'll Find Me Amanda Rawson Hill,You'll Find Me,Amanda Rawson Hill,Magination Press,37,4.59,"('9', '22', '2020')",2020
0,THE ARABIC QUILT  Aya Khalil ,The Arabic Quilt: An Immigrant Story,Aya Khalil,Tilbury House Publishers,297,4.50,"('2', '18', '2020')",2020
0,PICTURE BOOK Brown Person,"Ames in Word and Picture: Further Tales and Personal Memories, Book 2",Farwell T. Brown,Huess Printing,0,0.00,"('6', '1', '1999')",1999
0,If Pluto Was A Pea Gabrielle Prendergast,If Pluto Was a Pea,Gabrielle S. Prendergast,Margaret K. McElderry Books,78,3.67,"('8', '20', '2019')",2019
0,Tomorrow I'll Be Brave Jessica Hische,Tomorrow I'll Be Brave,Jessica Hische,Penguin Workshop,675,4.27,"('10', '16', '2018')",2018
0,Tomorrow I'll Be Kind Jessica Hische,Tomorrow I'll Be Kind,Jessica Hische,Penguin Workshop,383,3.84,"('1', '14', '2020')",2020
0,Bedtime for Superheroes Katherine Locke,Bedtime for Superheroes,Katherine  Locke,,3,5.00,"(None, None, None)",
0,These Hands Margaret H. Mason,These Hands,Margaret H. Mason,Houghton Mifflin Harcourt,795,4.30,"('3', '7', '2011')",2011
