,search_term,title,author,publisher,ratings_count,average_rating,pub_date,pub_year
0,Universe in the Key of Matryoshka,Universe in the Key of Matryoshka,Ronnie K. Stephens,Timber Mouse Publishing,9,4.44,"(None, None, '2014')",2014
0,They Rewrote Themselves Legendary,They Rewrote Themselves Legendary,Ronnie K. Stephens,Timber Mouse,5,4.80,"('3', '28', '2017')",2017
0,A Recipe for Disaster,"Murder On The Menu (A Recipe For Disaster Cozy Mystery, #1)",Zanna Mackenzie,,407,3.91,"(None, None, None)",
1,A Recipe for Disaster,Space Battle Lunchtime Vol. 2: A Recipe for Disaster,Natalie Riess,Oni Press,639,4.05,"('6', '21', '2017')",2017
2,A Recipe for Disaster,"Holiday Heist (A Recipe For Disaster Cozy Mystery, #2)",Zanna Mackenzie,Amazon Digital Services,230,3.77,"(None, None, None)",
3,A Recipe for Disaster,"Murder At The Bake Off (A Recipe For Disaster Cozy Mystery, #3)",Zanna Mackenzie,Amazon Digital Services,139,4.35,"(None, None, None)",
4,A Recipe for Disaster,A Recipe for Disaster: A deliciously feel-good romance,Belinda Missen,,137,3.91,"(None, None, None)",
5,A Recipe for Disaster,A Recipe for Disaster (Sarah Woods Mystery #16),Jennifer L. Jennings,,120,4.24,"(None, None, None)",
6,A Recipe for Disaster,A Savage Valentine's Day: A Recipe For Disaster,Kendra King,,44,4.59,"(None, None, None)",
7,A Recipe for Disaster,A Pre-emptive Foreign Policy is a Recipe for Disaster: An Intelligence Squared Debate,Christopher Hitchens,Intelligence Squared Limited,14,4.00,"('10', '5', '2004')",2004
8,A Recipe for Disaster,A Recipe for Disaster,Izabella Brooks,,13,4.23,"(None, None, None)",
9,A Recipe for Disaster,Size of the Blueberry: Issue 1: A Recipe for Disaster,Jon Ross,,4,4.50,"(None, None, None)",
10,A Recipe for Disaster,A Recipe for Disaster  Other Unlikely Tales of Love,Eufemia Fantetti,Mother Tongue,23,4.43,"('10', '31', '2013')",2013
11,A Recipe for Disaster,Phineas L. MacGuire...Gets Cooking: A Recipe for Disaster (Phineas L. MacGuire...Gets Cooking #3),Frances O'Roark Dowell,"Simon and Schuster, Inc",10,3.90,"(None, None, '2014')",2014
12,A Recipe for Disaster,A Recipe for Disaster: Four Ways Churches and Parents Prepare Individuals to Lose Their Faith and How They Can Instill a Faith That Endures,John Marriott,,6,3.57,"(None, None, None)",
13,A Recipe for Disaster,A Recipe for Disaster: Cooking Up A Big Italian Idea,Stephen  Phelps,Stephen Phelps,7,4.50,"('7', '19', '2017')",2017
14,A Recipe for Disaster,A Recipe for Disaster,Ardyth DeBruyn,Createspace,4,4.00,"('12', '1', '2012')",2012
15,A Recipe for Disaster,A Recipe for Disaster,Vanessa Marie,,1,3.00,"(None, None, None)",
16,A Recipe for Disaster,A Recipe for Disaster,John  Henry,Old LIne Publishing,1,4.00,"('4', '7', '2012')",2012
17,A Recipe for Disaster,Flour Girl: A Recipe for Disaster,David Michael Slater,Looking Glass Library,3,3.33,"('9', '1', '2007')",2007
18,A Recipe for Disaster,"""No Smoke Without Fire"": A recipe for disaster.",Brian B. Humphreys,,1,5.00,"(None, None, None)",
19,A Recipe for Disaster,Recipes for Disaster: An Anarchist Cookbook,CrimethInc.,,762,3.79,"(None, None, None)",
0,EP,Learned Optimism: How to Change Your Mind and Your Life,Martin E.P. Seligman,Vintage,14560,4.00,"('1', '3', '2006')",2006
1,EP,Authentic Happiness: Using the New Positive Psychology to Realize Your Potential for Lasting Fulfillment,Martin E.P. Seligman,Atria Books,8939,3.95,"('1', '5', '2004')",2004
2,EP,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,Daniel James Brown,Viking,182801,4.35,"('6', '4', '2013')",2013
3,EP,"My Masters' Nightmare Season 1, Ep. 1 ""Taken"" (My Masters' Nightmare, #1)",Marita A. Hansen,,900,3.84,"('10', '10', '2013')",2013
4,EP,Flourish: A Visionary New Understanding of Happiness and Well-Being,Martin E.P. Seligman,Free Press,4117,3.85,"('4', '5', '2011')",2011
5,EP,The Warmth of Other Suns: The Epic Story of America's Great Migration,Isabel Wilkerson,Random House,52027,4.40,"('9', '7', '2010')",2010
6,EP,Amy & Roger's Epic Detour,Morgan Matson,Simon  Schuster Books for Young Readers,79847,4.00,"('5', '4', '2010')",2010
7,EP,The Making of the English Working Class,E.P. Thompson,Knopt,2899,4.19,"(None, None, '1966')",1966
8,EP,Range: Why Generalists Triumph in a Specialized World,David   Epstein,Riverhead Books,19433,4.17,"('5', '28', '2019')",2019
9,EP,"The Ghost Map: The Story of London's Most Terrifying Epidemic—and How It Changed Science, Cities, and the Modern World",Steven Johnson,Riverhead Books,36448,3.90,"('11', '1', '2006')",2006
10,EP,I Feel Bad About My Neck: And Other Thoughts on Being a Woman,Nora Ephron,Knopf Publishing Group,43182,3.71,"('8', '1', '2006')",2006
11,EP,The Epic of Gilgamesh,Anonymous,Penguin Books Limited,57190,3.70,"('5', '4', '2006')",2006
12,EP,"Across the Nightingale Floor, Episode 1: The Sword of the Warrior (Tales of the Otori, #1 Ep. 1)",Lian Hearn,Firebird,802,4.12,"('5', '5', '2005')",2005
13,EP,Heartburn,Nora Ephron,Vintage,26699,3.60,"('5', '28', '1996')",1996
14,EP,"Just an Illusion - EP (The Illusion, #3)",D. Kelly,Tantor Audio,546,4.70,"('7', '3', '2018')",2018
15,EP,"My Masters' Nightmare Season 1, Ep. 2 ""Discovered"" (My Masters' Nightmare, #2)",Marita A. Hansen,,510,4.00,"('10', '31', '2013')",2013
16,EP,What You Can Change and What You Can't: The Complete Guide to Successful Self-Improvement,Martin E.P. Seligman,Vintage,986,3.86,"('1', '9', '2007')",2007
17,EP,"The ‘If You Prefer a Milder Comedian, Please Ask for One’ EP",Stewart Lee,Faber  Faber,602,4.37,"('1', '5', '2012')",2012
18,EP,"Across The Nightingale Floor, Episode 2: Journey To Inuyama (Tales of the Otori, #1 Ep. 2)",Lian Hearn,,581,4.18,"(None, None, None)",
19,EP,The Optimistic Child,Martin E.P. Seligman,ReganBooks,845,4.00,"('8', '2', '1996')",1996
0,O'Malley,"Scott Pilgrim, Volume 1: Scott Pilgrim's Precious Little Life",Bryan Lee O'Malley,Oni Press,161941,4.17,"('8', '18', '2004')",2004
1,O'Malley,"The Negotiator (O'Malley, #1)",Dee Henderson,Tyndale House Publishers,23768,4.34,"('11', '1', '2005')",2005
2,O'Malley,The Healer (O'Malley #5),Dee Henderson,Tyndale House Publishers,13081,4.42,"('11', '1', '2005')",2005
3,O'Malley,The Truth Seeker (O'Malley #3),Dee Henderson,Tyndale House Publishers,15990,4.40,"('11', '1', '2005')",2005
4,O'Malley,The Rescuer (O'Malley #6),Dee Henderson,Tyndale House Publishers,11425,4.40,"('11', '1', '2005')",2005
5,O'Malley,"The Rook (The Checquy Files, #1)",Daniel O'Malley,"Little, Brown and Company",39384,4.11,"('1', '11', '2012')",2012
6,O'Malley,Seconds,Bryan Lee O'Malley,Ballantine Books,32156,4.06,"('7', '15', '2014')",2014
7,O'Malley,The Guardian (O'Malley #2),Dee Henderson,Tyndale House Publishers,13533,4.42,"('11', '1', '2005')",2005
8,O'Malley,"Scott Pilgrim, Volume 2: Scott Pilgrim vs. The World",Bryan Lee O'Malley,Oni Press,54454,4.24,"('6', '15', '2005')",2005
9,O'Malley,"Danger in the Shadows (O'Malley, #0)",Dee Henderson,Tyndale House Publishers,12236,4.35,"('11', '1', '2005')",2005
10,O'Malley,"The Protector (O'Malley, #4)",Dee Henderson,Tyndale House Publishers,12381,4.39,"('11', '1', '2005')",2005
11,O'Malley,"Scott Pilgrim, Volume 3: Scott Pilgrim & The Infinite Sadness",Bryan Lee O'Malley,Oni Press,34920,4.29,"('5', '24', '2006')",2006
12,O'Malley,"Scott Pilgrim, Volume 4: Scott Pilgrim Gets It Together",Bryan Lee O'Malley,Oni Press,33208,4.32,"('11', '14', '2007')",2007
13,O'Malley,"Scott Pilgrim, Volume 6: Scott Pilgrim's Finest Hour",Bryan Lee O'Malley,Oni Press,34877,4.42,"('7', '20', '2010')",2010
14,O'Malley,"The Marriage Contract (The O'Malleys, #1)",Katee Robert,Forever,4521,3.58,"('6', '2', '2015')",2015
15,O'Malley,"Scott Pilgrim, Volume 5: Scott Pilgrim vs. the Universe",Bryan Lee O'Malley,Oni Press,30402,4.33,"('4', '20', '2010')",2010
16,O'Malley,Gracelin O'Malley,Ann Moore,New American Library/Penguin Putnam,1741,4.16,"(None, None, '2001')",2001
17,O'Malley,"The Wedding Pact (The O'Malleys, #2)",Katee Robert,Forever,1762,3.91,"('4', '26', '2016')",2016
18,O'Malley,"Skye O'Malley (O'Malley Saga, #1)",Bertrice Small,Ballantine Books,3926,4.27,"('10', '26', '2004')",2004
19,O'Malley,Jennifer: An O'Malley Love Story (O'Malley #0.6),Dee Henderson,Bethany House Publishers,2725,4.28,"('5', '1', '2013')",2013
0,Kings,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,Bantam,673073,4.41,"('5', '28', '2002')",2002
1,Kings,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,Tor Books,256742,4.63,"('8', '31', '2010')",2010
2,Kings,"King's Cage (Red Queen, #3)",Victoria Aveyard,HarperTeen,100675,3.99,"('2', '7', '2017')",2017
3,Kings,"Last Argument of Kings (The First Law, #3)",Joe Abercrombie,Gollancz,93117,4.28,"('3', '20', '2008')",2008
4,Kings,The Poisonwood Bible,Barbara Kingsolver,Harper Perennial Modern Classics,634596,4.06,"('7', '5', '2005')",2005
5,Kings,All the King's Men,Robert Penn Warren,Harcourt Brace,51354,4.07,"('9', '1', '1996')",1996
6,Kings,"The Pillars of the Earth (Kingsbridge, #1)",Ken Follett,NAL Trade,591322,4.31,"('2', '4', '2002')",2002
7,Kings,"Radiance (Wraith Kings, #1)",Grace Draven,,29820,4.09,"('1', '13', '2015')",2015
8,Kings,"Kings of the Wyld (The Band, #1)",Nicholas Eames,Orbit,18764,4.31,"('2', '21', '2017')",2017
9,Kings,"The Kings of Clonmel (Ranger's Apprentice, #8)",John Flanagan,Random House,40539,4.30,"('5', '18', '2010')",2010
10,Kings,The Road to the Dark Tower: Exploring Stephen King's Magnum Opus,Bev Vincent,NAL,37887,4.31,"('9', '28', '2004')",2004
11,Kings,"Kings Rising (Captive Prince, #3)",C.S. Pacat,Penguin Group Australia,26909,4.46,"('2', '2', '2016')",2016
12,Kings,"The Grace of Kings (The Dandelion Dynasty, #1)",Ken Liu,Saga Press,8978,3.73,"('4', '7', '2015')",2015
13,Kings,"The King's Curse (The Plantagenet and Tudor Novels, #7; Cousins War #6)",Philippa Gregory,Simon & Schuster Ltd,12786,4.02,"('8', '14', '2014')",2014
14,Kings,"A Game of Thrones / A Clash of Kings (A Song of Ice and Fire, #1-2)",George R.R. Martin,Voyager,24764,4.53,"('12', '23', '2010')",2010
15,Kings,Free the Darkness (King's Dark Tidings #1),Kel Kade,,15181,4.26,"(None, None, None)",
16,Kings,"The Bourbon Kings (The Bourbon Kings, #1)",J.R. Ward,Penguin Publishing Group,15102,3.88,"('7', '28', '2015')",2015
17,Kings,The Plantagenets: The Warrior Kings and Queens Who Made England,Dan Jones,Viking,9747,4.19,"('4', '18', '2013')",2013
18,Kings,"The King's Men (All for the Game, #3)",Nora Sakavic,,22200,4.60,"('12', '3', '2014')",2014
19,Kings,Stephen King's N.,Marc Guggenheim,Marvel Comics,13111,4.23,"('10', '20', '2010')",2010
0,Viper Force Series,"Viper Force Complete Series: Fearless, Ruthless, & Reckless",Marlie May,,2,4.50,"(None, None, None)",
0,Lovestruck Librarians,"Broken Resolutions (Lovestruck Librarians, #1)",Olivia Dade,Lyrical Shine,361,3.03,"('12', '8', '2015')",2015
1,Lovestruck Librarians,"Mayday (Lovestruck Librarians, #3)",Olivia Dade,Kensington Publishing Corporation,165,3.54,"('5', '10', '2016')",2016
2,Lovestruck Librarians,"My Reckless Valentine (Lovestruck Librarians, #2)",Olivia Dade,Lyrical Shine,170,3.50,"('1', '19', '2016')",2016
3,Lovestruck Librarians,Hidden Hearts (Lovestruck Librarians #6),Olivia Dade,,190,3.67,"(None, None, None)",
4,Lovestruck Librarians,"Driven to Distraction (Lovestruck Librarians, #5)",Olivia Dade,Lyrical Shine,192,3.59,"('1', '17', '2017')",2017
5,Lovestruck Librarians,"Ready to Fall (Lovestruck Librarians, #4)",Olivia Dade,Lyrical Shine,155,3.69,"('6', '21', '2016')",2016
0,A Man of His Word,"Magic Casement (A Man of His Word, #1)",Dave Duncan,eReads.com,2389,4.02,"('12', '12', '2002')",2002
1,A Man of His Word,"A Man of His Word (Hearts of Middlefield, #1)",Kathleen Fuller,Thomas Nelson,1581,4.32,"('8', '31', '2009')",2009
2,A Man of His Word,"Perilous Seas (A Man of His Word, #3)",Dave Duncan,Del Rey Books,1680,4.07,"('6', '15', '1991')",1991
3,A Man of His Word,"Emperor and Clown (A Man of His Word, #4)",Dave Duncan,eReads.com,1493,4.15,"('3', '20', '2002')",2002
4,A Man of His Word,"Faery Lands Forlorn (A Man of His Word, #2)",Dave Duncan,eReads.com,1630,3.98,"('8', '15', '2002')",2002
5,A Man of His Word,A Man of His Word: The Complete Series,Dave Duncan,,150,4.35,"(None, None, None)",
6,A Man of His Word,"A Man of His Word (Lawyers in Love, #1)",Sarah M. Anderson,Harlequin,97,3.69,"('11', '29', '2011')",2011
7,A Man of His Word,"A Man of His Word (Annie's Attic Mysteries, #15)",Karen Kelly,Stenhouse & Associates,70,3.99,"(None, None, '2012')",2012
8,A Man of His Word,Plain Perfect / A Man of His Word,Beth Wiseman,Thomas Nelson,37,4.42,"(None, None, '2009')",2009
9,A Man of His Word,Feeling the Heat & A Man of His Word,Brenda Jackson,Mills & Boon,23,4.65,"('7', '1', '2012')",2012
10,A Man of His Word,A Man of His Word (Return to East Texas #3),Eve Gaddy,Harlequin SuperRomance,21,3.87,"('5', '25', '2001')",2001
11,A Man of His Word,A Man of His Word (Men of the Bar H #2),Merline Lovelace,Silhouette Books,23,3.81,"('5', '25', '1999')",1999
12,A Man of His Word,"The Hearts of Middlefield Collection: A Man of His Word, An Honest Love, A Hand to Hold (A Hearts of Middlefield Novel)",Kathleen Fuller,,19,4.45,"(None, None, None)",
13,A Man of His Word,A Man of His Word,Sage Delouise,Blushing Books Publications,10,3.90,"('11', '5', '2014')",2014
14,A Man of His Word,A Man of his Word,Ruxandra Filip,,4,4.75,"(None, None, None)",
15,A Man of His Word,A Man of His Word (Round-the-Clock Brides),Sandra Steffen,,5,4.17,"(None, None, None)",
16,A Man of His Word,In Bed with the Opposition / A Man of His Word,Kathie DeNosky,,1,5.00,"(None, None, None)",
17,A Man of His Word,The Spy Who Loved Him/A Man Of His Word,Merline Lovelace,Mills & Boon,2,4.50,"(None, None, None)",
18,A Man of His Word,A Man of His Word,Arlene James,Silhouette Books,1,1.00,"('1', '1', '1991')",1991
19,A Man of His Word,A Man of His Word New Testament,Promise Keepers,International Bible Society,0,0.00,"('6', None, '1996')",1996
0,Seduction on His Terms,Seduction on His Terms,Sarah M. Anderson,Harlequin Desire,46,4.38,"('2', '1', '2019')",2019
1,Seduction on His Terms,"Desire Box Set 1-6/Lone Star Reunion/Revenge with Benefits/The Secret Twin/Best Friends, Secret Lovers/Seduction on His Terms/A Convenient SC",Catherine Mann,Mills & Boon Desire,0,0.00,"('2', '1', '2019')",2019
2,Seduction on His Terms,Lone Star Reunion / Seduction on His Terms,Joss Wood,Mills & Boon,2,4.50,"('1', '10', '2019')",2019
3,Seduction on His Terms,His Convenient Virgin Bride / Seduction on the CEO's Terms,Barbara Dunlop,Mills & Boon,6,3.75,"(None, None, None)",
0,The Rakess,"The Rakess (Society of Sirens, #1)",Scarlett Peckham,,523,3.91,"(None, None, None)",
0,Hot Knight in Paradise,Hot Knight in Paradise,Sofia Harper,Entangled: Indulgence,26,3.93,"('9', '9', '2013')",2013
0,Mistletoe & Mr. Right,"Mistletoe and Mr. Right (Moose Springs, Alaska #2)",Sarah Morgenthaler,Sourcebooks Casablanca,565,3.81,"('10', '6', '2020')",2020
1,Mistletoe & Mr. Right,Mistletoe and Mr. Right,Lyla Payne,Bloomsbury USA Childrens,224,3.64,"('10', '6', '2015')",2015
2,Mistletoe & Mr. Right,"Mistletoe, Mayhem & Mr. Right: A Merry Mix of Humor, Holiday Joy and Heartwarming Romance (The McKenna Sister Series, Molly's Story Book 1)",Rylee Ridolfi,,11,4.00,"(None, None, None)",
3,Mistletoe & Mr. Right,Snowbound With Mr. Right (Mistletoe & Marriage),Judy Christenberry,,0,3.66,"(None, None, None)",
4,Mistletoe & Mr. Right,Saving Christmas: Snowbound with Mr Right (Mistletoe & Marriage) / Coming Home for Christmas / The Christmas Baby Bonus,Judy Christenberry,,0,0.00,"(None, None, None)",
0,Her Lady's Honor,Her Lady's Honor,Renée Dahlia,,28,3.00,"(None, None, None)",
1,Her Lady's Honor,The English Lady And The Irish Rogue: Should She Honor Her Promise Or Follow Her Heart?,Colleen French,,1,4.00,"(None, None, None)",
0,Montana Burning ,"Montana Burning (Montana Lovers, #1)",L.S.  Young,,23,4.30,"(None, None, None)",
1,Montana Burning ,Light My Fire (Summer of the Burning Sky #1; Montana Fire #5),Susan May Warren,,411,4.32,"(None, None, None)",
2,Montana Burning ,Some Like It Hot  (Summer of the Burning Sky #3; Montana Fire #7),Susan May Warren,,294,4.46,"(None, None, None)",
3,Montana Burning ,The Heat is On  (Summer of the Burning Sky #2; Montana Fire #6),Susan May Warren,,329,4.34,"(None, None, None)",
4,Montana Burning ,"Burning Seduction (Montana Promises, #5)",Vella Day,,36,4.34,"('6', '23', '2015')",2015
5,Montana Burning ,"Linda Byler - SERIES CHECKLIST - Reading Order of BUGGY SPOKE, LIZZIE SEARCHES FOR LOVE, SADIE'S MONTANA, LANCASTER BURNING, AMISH ROMANCE, HESTER HUNTS FOR HOME, DAKOTA",Ronnie Whitlock,,0,0.00,"(None, None, None)",
6,Montana Burning ,The Burning Bush : A Montana Romance,Mike Albanese,,20,3.95,"(None, None, None)",
7,Montana Burning ,Burning Meredith: A Mystery Set in Montana,Elizabeth Gunn,Severn House Publishers,32,3.53,"('6', '1', '2018')",2018
8,Montana Burning ,Summer of the Burning Sky Trilogy (Montana Fire #5-7),Susan May Warren,,8,4.25,"(None, None, None)",
9,Montana Burning ,Metamorphism Produced by the Burning of Lignite Beds in Dakota and Montana,Joseph Asaph Allen,Palala Press,0,0.00,"('4', '27', '2016')",2016
10,Montana Burning ,Burning Secret (Critical Editions Book 4),Stefan Zweig,,0,3.95,"(None, None, None)",
0,Grimm Agency,"Free Agent (Grimm Agency, #1)",J.C. Nelson,Ace,1412,3.61,"('7', '29', '2014')",2014
1,Grimm Agency,"Armageddon Rules (Grimm Agency, #2)",J.C. Nelson,Ace,565,3.90,"('2', '24', '2015')",2015
2,Grimm Agency,"Wish Bound (Grimm Agency, #3)",J.C. Nelson,Ace,398,3.92,"('8', '25', '2015')",2015
3,Grimm Agency,"Soul Ink (Grimm Agency, #1.5)",J.C. Nelson,Ace,212,3.79,"('1', '6', '2015')",2015
0,Bitten,"Bitten (Otherworld, #1)",Kelley Armstrong,Plume Books,83008,4.04,"('9', '7', '2004')",2004
1,Bitten,"Twice Bitten (Chicagoland Vampires, #3)",Chloe Neill,Penguin Group NAL Trade,44575,4.21,"('7', '6', '2010')",2010
2,Bitten,"Hard Bitten (Chicagoland Vampires, #4)",Chloe Neill,NAL Trade,33187,4.15,"('5', '3', '2011')",2011
3,Bitten,"Once Bitten, Twice Shy (Jaz Parks, #1)",Jennifer Rardin,Orbit,11037,3.72,"('10', '8', '2007')",2007
4,Bitten,"Smoke Bitten (Mercy Thompson, #12)",Patricia Briggs,Ace,10172,4.43,"('3', '17', '2020')",2020
5,Bitten,Once Bitten (Shadow Guild: The Rebel #1),Linsey Hall,,4864,3.96,"('4', '29', '2020')",2020
6,Bitten,"Bitten & Smitten (Immortality Bites, #1)",Michelle Rowen,Forever,6909,3.68,"('1', '1', '2006')",2006
7,Bitten,"Bite Me (Bitten, #1)",C.C. Wood,,4756,3.97,"(None, None, None)",
8,Bitten,Bitten by Cupid (Includes: Argeneau #12.5; Offspring #2.5; Feral Warriors #3.5),Lynsay Sands,Avon,8003,4.12,"('1', '12', '2010')",2010
9,Bitten,"Bitten by the Beast (Virgin Blood, #1)",Alexa Riley,,4069,3.83,"(None, None, None)",
10,Bitten,"First Bitten (Alexandra Jones, #1)",Samantha Towle,Taylor Street Publishing,3511,3.81,"('1', '22', '2012')",2012
11,Bitten,Twice Bitten (Argeneau #27),Lynsay Sands,,3593,4.29,"(None, None, None)",
12,Bitten,"Once Bitten (Haven, #1)",Kalayna Price,Bell Bridge Books,2932,3.55,"('1', '9', '2009')",2009
13,Bitten,"Bitten to Death (Jaz Parks, #4)",Jennifer Rardin,Orbit,4782,4.05,"('8', '12', '2008')",2008
14,Bitten,"Bitten by the Virgin (Virgin Blood, #2)",Alexa Riley,,2907,3.98,"(None, None, None)",
15,Bitten,"Bitten by the King (Virgin Blood, #4)",Alexa Riley,,2636,3.89,"(None, None, None)",
16,Bitten,"Bitten (Once Bitten, Twice Shy, #1)",Noelle Marie,Amazon Digital Services,2319,3.88,"('11', None, '2015')",2015
17,Bitten,"Once Bitten (Alexa O’Brien, Huntress, #1)",Trina M. Lee,Dark Mountain Books,3408,3.78,"('5', '1', '2011')",2011
18,Bitten,Chastely Bitten (Blood Alliance #1),Lexi C. Foss,,1132,3.96,"(None, None, None)",
19,Bitten,Twice Bitten (New Moon #1),Belle Harper,,1480,4.26,"(None, None, None)",
0,Stay,"If I Stay (If I Stay, #1)",Gayle Forman,Dutton Books for Young Readers,632422,3.94,"('4', '2', '2009')",2009
1,Stay,"Where She Went (If I Stay, #2)",Gayle Forman,Dutton Juvenile,224155,4.02,"('4', '5', '2011')",2011
2,Stay,"Those Who Leave and Those Who Stay (The Neapolitan Novels, #3)",Elena Ferrante,Europa Editions,57295,4.31,"('9', '2', '2014')",2014
3,Stay,Stay with Me,Ayọ̀bámi Adébáyọ̀,Knopf Publishing Group,25011,4.05,"('8', '22', '2017')",2017
4,Stay,Stay Sexy & Don’t Get Murdered: The Definitive How-To Guide,Karen Kilgariff,,37341,4.14,"(None, None, None)",
5,Stay,Here To Stay,Mark  Edwards,,24672,3.98,"(None, None, None)",
6,Stay,Reasons to Stay Alive,Matt Haig,Canongate Books,21369,4.16,"('3', '5', '2015')",2015
7,Stay,Stay Close,Harlan Coben,Dutton,34380,3.89,"('3', '20', '2012')",2012
8,Stay,"If You Stay (Beautifully Broken, #1)",Courtney Cole,Lakehouse Press,32213,3.94,"('2', '5', '2013')",2013
9,Stay,"Stay with Me (Wait for You, #3)",Jennifer L. Armentrout,William Morrow Paperbacks,24870,4.17,"('9', '23', '2014')",2014
10,Stay,Don't Let the Pigeon Stay Up Late!,Mo Willems,Hyperion Books for Children,34384,4.33,"('4', '1', '2006')",2006
11,Stay,Stay,Catherine Ryan Hyde,,14344,4.39,"(None, None, None)",
12,Stay,Stay,Deb Caletti,Simon Pulse,10927,3.88,"('4', '5', '2011')",2011
13,Stay,"Knight & Stay (Knight, #2)",Kitty French,,19524,4.18,"('5', '4', '2013')",2013
14,Stay,"Say You'll Stay (Return to Me, #1)",Corinne Michaels,,12045,4.12,"('6', '20', '2016')",2016
15,Stay,"Stay Out of the Basement  (Goosebumps, #2)",R.L. Stine,Scholastic,14569,3.67,"('9', '1', '2003')",2003
16,Stay,"Why We Suck: A Feel Good Guide to Staying Fat, Loud, Lazy and Stupid",Denis Leary,,13968,3.67,"(None, None, None)",
17,Stay,One to Watch,Kate Stayman-London,,21287,4.05,"(None, None, None)",
18,Stay,The Ruthless Elimination of Hurry: How to Stay Emotionally Healthy and Spiritually Alive in the Chaos of the Modern World,John Mark Comer,Waterbrook Press,6054,4.62,"('10', '29', '2019')",2019
19,Stay,Staying Fat for Sarah Byrnes,Chris Crutcher,Greenwillow Books,12769,3.95,"('3', '18', '2003')",2003
0,The Ten Thousand Doors of January,The Ten Thousand Doors of January,Alix E. Harrow,Redhook,34585,4.09,"('9', '10', '2019')",2019
0,The Handbook For Surviving a Giant Monster Attack,The Handbook for Surviving a Giant Monster Attack,Anthony Wendel,,9,3.78,"(None, None, None)",
0,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016,Bogi Takács,Lethe Press,86,4.12,"('10', '23', '2017')",2017
0,Transcendent 4: The Year's Best Transgender Speculative Fiction 2018,Transcendent 2: The Year's Best Transgender Speculative Fiction 2016,Bogi Takács,Lethe Press,86,4.12,"('10', '23', '2017')",2017
0,The Trans Space Octopus Congregation,The Trans Space Octopus Congregation: Stories,Bogi Takács,Lethe Press,43,4.28,"('10', '7', '2019')",2019
0,Algorithmic Shapeshifting,Algorithmic Shapeshifting: Poems,Bogi Takács,Aqueduct Press,17,4.32,"('5', None, '2019')",2019
1,Algorithmic Shapeshifting,Algorithmic Shapeshifting (Conversation Pieces),Bogi Takács,,0,0.00,"(None, None, None)",
0,Rosalind's Siblings,Sibling Identity and Relationships,Rosalind Edwards,Routledge,4,4.20,"('5', '9', '2014')",2014
1,Rosalind's Siblings,Children's Understanding of Their Sibling Relationships,Rosalind Edwards,National Children's Bureau,0,0.00,"('5', '9', '2014')",2014
0,Transcendent 3: The Year's Best Transgender Speculative Fiction 2017,Transcendent 3: The Year's Best Transgender Speculative Fiction,Bogi Takács,Lethe Press,50,4.19,"('10', '1', '2018')",2018
0,The Luminous Dead,The Luminous Dead,Caitlin  Starling,Harper Voyager,4282,3.72,"('4', '2', '2019')",2019
1,The Luminous Dead,"Talks with the Dead: Luminous Rays from the Unseen World, Illustrated with Spirit Photographs",John Lobb,Andesite Press,0,0.00,"('8', '11', '2015')",2015
2,The Luminous Dead,Luminous Emptiness: A Guide to the Tibetan Book of the Dead,Francesca Fremantle,Shambhala,69,4.53,"('3', '11', '2003')",2003
0,Jane Lawrence,The Death of Jane Lawrence,Caitlin  Starling,St. Martin's Press,1,5.00,"(None, None, '2021')",2021
1,Jane Lawrence,"Biology (5th Edition) 5th Edition by Campbell, Neil A.; Reece, Jane B.; Mitchell, Lawrence G. published by Benjamin-Cummings Pub Co Hardcover",Neil A. Campbell,,1,5.00,"(None, None, None)",
2,Jane Lawrence,"Desert Queen: The Extraordinary Life of Gertrude Bell: Adventurer, Adviser to Kings, Ally of Lawrence of Arabia",Janet Wallach,Anchor,4077,3.86,"('7', '12', '2005')",2005
3,Jane Lawrence,"Finding Serenity: Anti-Heroes, Lost Shepherds and Space Hookers in Joss Whedon's Firefly",Jane Espenson,Smart Pop,2360,4.07,"('3', '11', '2005')",2005
4,Jane Lawrence,Good Poems for Hard Times,Garrison Keillor,Penguin Books,2721,4.14,"('8', '29', '2006')",2006
5,Jane Lawrence,The Mammoth Book of Comic Fantasy,Mike Ashley,Robinson,1760,3.74,"(None, None, '1998')",1998
6,Jane Lawrence,"Black Thorn, White Rose",Ellen Datlow,Wildside Press,1310,3.89,"('11', '1', '2007')",2007
7,Jane Lawrence,50 Masterpieces you have to read before you die Vol: 1 (Golden Deer Classics),Joseph Conrad,,180,4.07,"(None, None, None)",
8,Jane Lawrence,Return to Avalon,Jennifer Roberson,DAW Books,1594,3.92,"('1', '1', '1996')",1996
9,Jane Lawrence,Hieroglyph: Stories and Visions for a Better Future,Ed Finn,William Morrow,514,3.67,"('9', '9', '2014')",2014
10,Jane Lawrence,Destroying the Joint: Why Women Have to Change the World,Jane Caro,University of Queensland Press,206,3.99,"('4', '24', '2013')",2013
11,Jane Lawrence,Sword and Sorceress VII,Marion Zimmer Bradley,DAW,611,3.97,"('12', '4', '1990')",1990
